月份,固定资产投资完成额_累计值,固定资产投资完成额_累计增长,建筑安装工程固定资产投资完成额_累计值,建筑安装工程固定资产投资完成额_累计增长,设备工器具购置固定资产投资完成额_累计值,设备工器具购置固定资产投资完成额_累计增长,其他费用固定资产投资完成额_累计值,其他费用固定资产投资完成额_累计增长,地区
201007,165.5582,15.6,144.6213,9.6,17.8132,192.7,3.1237,-39.8,西藏自治区
201008,227.1608,20.0,198.2673,15.4,24.9495,118.6,3.944,-35.5,西藏自治区
201009,285.8379,20.1,247.1601,15.1,32.389,97.3,6.2888,-9.3,西藏自治区
201010,334.7402,20.1,287.8554,13.0,39.7142,139.9,7.1706,-3.4,西藏自治区
201011,378.0606,20.3,324.4946,13.8,44.9261,160.6,8.6399,-28.1,西藏自治区
201012,405.4318,23.7,346.1136,17.3,48.5315,153.0,10.7867,-19.0,西藏自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201102,2.2872,224.9,0.3965,-34.1,0.0595,-33.9,1.8312,0.0,西藏自治区
201103,20.1673,57.9,19.4519,60.3,0.5923,122.7,0.1231,-66.9,西藏自治区
201104,57.4006,54.3,50.2917,45.2,5.0277,1079.7,2.0812,-2.4,西藏自治区
201105,94.623,58.9,83.6934,52.6,5.5488,83.1,5.3808,222.1,西藏自治区
201106,171.4108,43.2,157.8741,49.7,7.7685,-32.8,5.7682,111.7,西藏自治区
201107,230.76,31.1,214.9762,40.0,9.679,-48.1,6.1048,61.7,西藏自治区
201108,290.0176,22.0,269.7973,30.2,13.4249,-48.1,6.7954,48.2,西藏自治区
201109,370.9996,21.2,346.9476,30.7,15.4432,-54.2,8.6088,23.3,西藏自治区
201110,432.5568,20.7,399.8037,29.2,23.5023,-42.9,9.2508,18.5,西藏自治区
201111,487.254,19.8,443.9817,26.6,33.4934,-28.1,9.7789,2.1,西藏自治区
201112,516.3099,18.4,474.3278,27.5,29.5486,-43.5,12.4335,5.8,西藏自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201202,5.9535,0.0,5.526,0.0,0.3348,0.0,0.0927,0.0,西藏自治区
201203,28.4212,0.0,26.4547,0.0,0.9161,0.0,1.0504,0.0,西藏自治区
201204,67.3454,17.3,61.663,22.6,2.7847,-44.6,2.8977,39.2,西藏自治区
201205,115.7172,22.3,106.7718,27.6,4.8469,-12.6,4.0985,-23.8,西藏自治区
201206,214.9115,25.4,191.9588,21.6,16.4402,111.6,6.5125,12.9,西藏自治区
201207,305.6982,32.5,277.6336,29.1,18.9886,96.2,9.076,48.7,西藏自治区
201208,376.8173,29.9,342.4637,26.9,22.3106,66.2,12.043,77.2,西藏自治区
201209,468.4327,26.3,423.5668,22.1,29.3146,89.8,15.5513,80.6,西藏自治区
201210,555.4683,28.4,499.5329,24.9,38.5109,63.9,17.4245,88.4,西藏自治区
201211,643.5477,32.1,570.3139,28.5,46.2114,38.0,27.0224,176.3,西藏自治区
201212,670.5168,29.9,580.6676,22.4,61.6391,108.6,28.2101,126.9,西藏自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201302,7.0109,17.8,6.4105,16.0,0.2707,-19.1,0.3297,255.7,西藏自治区
201303,43.1982,52.0,32.9833,24.7,6.3395,592.0,3.8754,268.9,西藏自治区
201304,99.1468,47.2,87.1424,41.3,7.6309,174.0,4.3735,50.9,西藏自治区
201305,164.0917,41.8,146.1261,36.9,10.4542,115.7,7.5114,83.3,西藏自治区
201306,301.7915,40.4,258.2222,34.5,30.8882,87.9,12.6811,94.7,西藏自治区
201307,416.5388,36.3,365.3888,31.6,35.3876,86.4,15.7624,73.7,西藏自治区
201308,513.4116,36.2,454.0143,32.6,41.6703,86.8,17.727,47.2,西藏自治区
201309,624.2214,33.3,551.0803,30.1,51.8695,76.9,21.2716,36.8,西藏自治区
201310,724.9862,30.5,642.0365,28.5,58.6202,52.2,24.3295,39.6,西藏自治区
201311,842.4292,30.9,733.6315,28.6,77.3447,67.4,31.453,16.4,西藏自治区
201312,876.0023,30.6,764.9843,31.7,79.1539,28.4,31.8641,13.0,西藏自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201402,8.4254,20.2,7.8697,22.8,0.2108,-22.1,0.3449,4.6,西藏自治区
201403,53.5115,23.9,47.1864,43.1,2.5395,-59.9,3.7856,-2.3,西藏自治区
201404,123.6154,24.7,110.0051,26.2,7.5606,-0.9,6.0497,38.3,西藏自治区
201405,209.895,27.9,181.7195,24.4,20.4359,95.5,7.7396,3.0,西藏自治区
201406,360.8444,19.6,318.7162,23.4,28.104,-9.0,14.0242,10.6,西藏自治区
201407,500.7431,20.2,444.5018,21.7,33.1054,-6.4,23.1359,46.8,西藏自治区
201408,623.1319,21.4,556.1624,22.5,38.9166,-6.6,28.0529,58.2,西藏自治区
201409,774.3894,24.1,693.5201,25.8,47.4395,-8.5,33.4298,57.2,西藏自治区
201410,899.7499,24.1,812.6655,26.6,51.4061,-12.3,35.6783,46.6,西藏自治区
201411,1030.577,22.3,924.5702,26.0,67.4706,-12.8,38.5362,22.5,西藏自治区
201412,1069.2315,22.1,959.9742,25.5,69.76,-11.9,39.4973,24.0,西藏自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201502,9.1156,8.2,8.2134,4.4,0.4454,0.0,0.4568,32.4,西藏自治区
201503,65.2654,22.0,61.9978,31.4,1.7316,-31.8,1.536,-59.4,西藏自治区
201504,150.3319,21.6,136.669,24.2,11.5271,52.5,2.1358,-64.7,西藏自治区
201505,257.2319,22.6,239.5159,31.8,13.2127,-35.3,4.5033,-41.8,西藏自治区
201506,439.8023,21.9,406.9355,27.7,22.1374,-21.2,10.7294,-23.5,西藏自治区
201507,614.03,22.6,554.7975,24.8,38.8787,17.4,20.3538,-12.0,西藏自治区
201508,772.1093,23.9,703.6624,26.5,45.1276,16.0,23.3193,-16.9,西藏自治区
201509,960.7822,24.1,871.6771,25.7,62.0231,30.7,27.082,-19.0,西藏自治区
201510,1114.8739,23.9,1015.7306,25.0,69.3681,34.9,29.7752,-16.5,西藏自治区
201511,1243.4853,20.7,1124.8834,21.7,80.8164,19.8,37.7855,-1.9,西藏自治区
201512,1295.6783,21.2,1164.0327,21.3,89.566,28.4,42.0796,6.5,西藏自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201602,10.6433,16.8,9.1502,11.4,0.3796,-14.8,1.1135,143.8,西藏自治区
201603,78.9986,21.0,64.2966,3.7,2.147,24.0,12.555,717.4,西藏自治区
201604,184.7065,22.9,156.1655,14.3,9.9877,-13.4,18.5533,768.7,西藏自治区
201605,304.659,18.4,257.0196,7.3,23.7421,79.7,23.8973,430.7,西藏自治区
201606,524.224,19.2,435.2686,7.0,50.6836,129.0,38.2718,256.7,西藏自治区
201607,707.4579,15.2,583.0791,5.1,78.9645,103.1,45.4143,123.1,西藏自治区
201608,920.7811,19.3,764.4367,8.6,101.5916,125.1,54.7528,134.8,西藏自治区
201609,1144.99459999999,19.1999999999999,970.2911,11.3,115.8807,86.7999999999999,58.8228,117.2,西藏自治区
201610,1368.7182,22.8,1181.5271,16.3,125.3584,80.7,61.8327,107.7,西藏自治区
201611,1530.3267,23.1,1322.4355,17.6,143.905,78.1,63.9862,69.3,西藏自治区
201612,1596.0488,23.2,1377.3421,18.3,143.6607,60.4,75.046,78.3,西藏自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201702,13.6397,28.2,11.3882,24.5,0.962,153.4,1.2895,15.8,西藏自治区
201703,93.697,18.6,83.7094,30.2,3.2363,50.7,6.7513,-46.2,西藏自治区
201704,218.6583,18.4,195.882,25.4,11.955,19.7,10.8213,-41.7,西藏自治区
201705,375.3598,23.2,324.1606,26.1,30.7348,29.5,20.4644,-14.4,西藏自治区
201706,633.7128,20.9,552.4496,26.9,51.2997,1.2,29.9635,-21.7,西藏自治区
201707,873.7925,23.5,760.4943,30.4,77.9026,-1.3,35.3956,-22.1,西藏自治区
201708,1134.741,23.2,967.9698,26.6,102.971,1.4,63.8002,16.5,西藏自治区
201709,1387.2453,21.2,1197.1694,23.4,117.4881,1.4,72.5878,23.4,西藏自治区
201710,1683.3596,23.0,1450.7685,22.8,146.8257,17.1,85.7654,38.7,西藏自治区
201711,1843.8277,20.5,1590.9988,20.3,160.0046,11.2,92.8243,45.1,西藏自治区
201712,1975.6006,23.8,1706.3409,23.9,173.0931,20.5,96.1666,28.1,西藏自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201802,0.0,30.5,0.0,27.6,0.0,165.6,0.0,-41.0,西藏自治区
201803,0.0,27.0,0.0,17.6,0.0,438.6,0.0,-16.1,西藏自治区
201804,0.0,24.7,0.0,17.8,0.0,145.8,0.0,23.9,西藏自治区
201805,0.0,19.5,0.0,16.5,0.0,59.2,0.0,6.0,西藏自治区
201806,0.0,14.1,0.0,10.6,0.0,23.2,0.0,55.6,西藏自治区
201807,0.0,9.7,0.0,7.7,0.0,-2.6,0.0,74.3,西藏自治区
201808,0.0,9.0,0.0,7.3,0.0,-11.6,0.0,78.4,西藏自治区
201809,0.0,9.4,0.0,9.1,0.0,-16.7,0.0,68.0,西藏自治区
201810,0.0,5.7,0.0,6.5,0.0,-31.6,0.0,70.7,西藏自治区
201811,0.0,10.2,0.0,10.4,0.0,-24.6,0.0,84.4,西藏自治区
201812,0.0,9.8,0.0,9.8,0.0,-17.6,0.0,72.3,西藏自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200802,128.4034,27.8,88.1216,18.2,15.9027,63.8,24.3791,50.5,陕西省
200803,399.507,36.7,272.8366,30.6,63.8584,57.3,62.812,46.8,陕西省
200804,729.405,34.9,495.9614,27.1,115.7705,50.3,117.6731,59.7,陕西省
200805,1157.8684,37.2,806.5279,32.7,177.0095,41.8,174.331,56.5,陕西省
200806,1808.6233,40.8,1229.6493,34.6,289.4882,46.0,289.4858,67.1,陕西省
200807,2199.5157,38.2,1514.2295,33.9,347.9367,41.7,337.3495,57.4,陕西省
200808,2590.2761,39.4,1803.7102,36.4,399.0682,37.2,387.4977,58.0,陕西省
200809,3074.7045,39.5,2150.0453,39.1,473.9651,32.9,450.6941,49.3,陕西省
200810,3544.2607,37.6,2464.7365,38.0,558.5878,34.3,520.9364,39.5,陕西省
200811,3931.8067,36.0,2750.9675,37.9,611.6885,25.3,569.1507,39.3,陕西省
200812,4273.4567,34.9,2967.9101,37.5,682.25,21.2,623.2966,39.5,陕西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200902,209.59,63.2,150.23,70.5,32.61,105.0,26.76,9.8,陕西省
200903,610.3808,52.8,426.3357,56.3,91.9291,44.0,92.116,46.7,陕西省
200904,1093.7715,50.0,761.9564,53.6,164.4212,42.0,167.3939,42.3,陕西省
200905,1777.2185,53.5,1245.7986,54.5,271.025,53.1,260.3949,49.4,陕西省
200906,2646.0082,46.3,1831.2961,48.9,414.2098,43.1,400.5023,38.3,陕西省
200907,3185.8459,44.8,2202.0254,45.4,513.6018,47.6,470.2187,39.4,陕西省
200908,3693.2836,42.6,2550.9478,41.4,594.392,48.9,547.9438,41.4,陕西省
200909,4376.3176,42.3,3011.759,40.1,699.2823,47.5,665.2763,47.6,陕西省
200910,5007.4451,41.3,3447.337,39.9,804.9792,44.1,755.1289,45.0,陕西省
200911,5535.1619,40.8,3792.8446,37.9,924.2365,51.1,818.0808,43.7,陕西省
200912,5890.4724,37.4,4005.7636,34.5,1018.545,48.5,866.1638,39.4,陕西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201002,277.8747,32.6,204.0011,35.8,34.3005,5.2,39.5731,47.9,陕西省
201003,810.7317,32.8,583.0161,36.8,123.3335,34.2,104.3821,13.3,陕西省
201004,1439.4991,31.6,1038.3618,36.3,211.7832,28.8,189.3541,13.1,陕西省
201005,2357.5704,32.7,1665.4647,33.7,332.1688,22.6,359.9369,38.2,陕西省
201006,3486.6915,31.8,2416.7611,32.0,508.6243,22.8,561.3061,40.2,陕西省
201007,4214.8858,32.3,2943.7364,33.7,609.5657,18.7,661.5837,40.7,陕西省
201008,4914.2695,33.1,3456.5882,35.5,710.1722,19.5,747.5091,36.4,陕西省
201009,5814.358,32.9,4088.5951,35.8,835.5714,19.5,890.1915,33.8,陕西省
201010,6582.943,31.5,4615.9187,33.9,956.3684,18.8,1010.6559,33.8,陕西省
201011,7332.5357,32.5,5112.6104,34.8,1098.3421,18.8,1121.5832,37.1,陕西省
201012,7570.6609,28.6,5287.3627,32.0,1124.2722,9.9,1159.026,35.0,陕西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201102,337.465,28.5,267.9221,39.2,41.8241,28.6,27.7188,-26.6,陕西省
201103,950.3921,28.2,716.6291,32.3,138.0124,33.8,95.7506,-0.7,陕西省
201104,1658.1603,28.7,1249.7568,35.3,219.3597,14.1,189.0438,9.4,陕西省
201105,2628.9165,28.5,1977.8416,36.7,349.9691,18.9,301.1058,-1.0,陕西省
201106,3801.4244,29.0,2846.2811,38.0,501.7355,21.1,453.4078,-3.9,陕西省
201107,4687.5408,28.5,3517.4187,37.7,612.4902,18.5,557.6319,-3.5,陕西省
201108,5498.2712,28.4,4162.9954,27.1,712.536,30.9,622.7398,34.2,陕西省
201109,6450.7725,28.2,4860.2468,36.8,841.8988,18.2,748.6269,-2.4,陕西省
201110,7373.4632,28.9,5562.9669,37.9,962.6962,17.5,847.8001,-2.4,陕西省
201111,8208.9959,29.3,6182.9065,38.5,1089.2005,19.2,936.8889,-3.6,陕西省
201112,9123.7157,29.1,6819.8564,37.2,1250.4489,20.5,1053.4104,-0.5,陕西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201202,433.7855,28.5,333.1617,24.4,50.3939,20.5,50.2299,81.2,陕西省
201203,1205.0787,26.8,915.4611,27.7,168.879,22.4,120.7386,26.1,陕西省
201204,2092.7056,26.2,1611.5448,28.9,286.5458,30.6,194.615,2.9,陕西省
201205,3321.3237,27.0,2587.544,30.8,433.6166,23.9,300.1631,-0.3,陕西省
201206,4834.576,27.2,3748.4904,31.7,631.2889,25.8,454.7967,0.3,陕西省
201207,5976.6545,27.5,4634.5621,31.8,779.4838,27.3,562.6086,0.9,陕西省
201208,7000.7024,27.3,5433.6627,30.5,906.3752,27.2,660.6645,6.1,陕西省
201209,8251.5627,27.9,6397.1869,31.6,1072.9438,27.4,781.432,4.4,陕西省
201210,9451.0603,28.2,7300.6397,31.2,1243.504,29.2,906.9166,7.0,陕西省
201211,10534.1024,28.3,8112.6522,31.2,1412.6031,29.7,1008.8471,7.7,陕西省
201212,11705.8315,28.5,9003.4525,32.4,1593.0962,27.8,1109.2828,4.3,陕西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201302,556.1817,28.2,460.369,38.2,50.5603,0.3,45.2524,-9.9,陕西省
201303,1517.3307,25.9,1221.5394,33.4,162.3024,-3.9,133.4889,10.6,陕西省
201304,2619.8567,25.2,2121.9693,31.7,278.2423,-2.9,219.6451,12.9,陕西省
201305,4135.3509,24.5,3328.2906,28.6,472.9331,9.1,334.1272,11.3,陕西省
201306,6016.9451,24.5,4819.8895,28.6,711.8083,12.8,485.2473,6.7,陕西省
201307,7429.0347,24.3,5934.5362,28.0,892.2513,14.5,602.2472,7.0,陕西省
201308,8715.3703,24.5,6961.671,28.1,1056.4184,16.6,697.2809,5.5,陕西省
201309,10257.0976,24.3,8209.0772,28.3,1257.1968,17.2,790.8236,1.2,陕西省
201310,11724.6039,24.1,9365.2418,28.3,1445.5579,16.2,913.8042,0.8,陕西省
201311,13062.2189,24.0,10348.7098,27.6,1653.0686,17.0,1060.4405,5.1,陕西省
201312,14516.7128,24.0,11383.2741,26.3,1929.892,21.4,1203.5467,8.8,陕西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201402,687.0824,23.5,584.5072,27.0,57.7776,14.3,44.7976,-1.0,陕西省
201403,1814.4184,19.6,1461.565,19.6,202.8816,25.0,149.9718,12.3,陕西省
201404,3068.3599,17.1,2480.9807,16.9,354.1078,27.3,233.2714,6.2,陕西省
201405,4812.3284,16.4,3852.6118,15.8,569.5111,20.4,390.2055,16.8,陕西省
201406,7064.6107,17.4,5612.6583,16.4,880.9943,23.8,570.9581,17.7,陕西省
201407,8730.2465,17.5,6919.3803,16.6,1117.5445,25.2,693.3217,15.1,陕西省
201408,10181.5258,16.8,8046.1787,15.6,1335.0788,26.4,800.2683,14.8,陕西省
201409,12003.9911,17.0,9436.3499,15.0,1605.1025,27.7,962.5387,21.7,陕西省
201410,13636.477,16.3,10680.4944,14.0,1876.8686,29.8,1079.114,18.1,陕西省
201411,15212.8517,16.5,11868.5539,14.7,2132.299,29.0,1211.9988,14.3,陕西省
201412,16840.4384,15.9,13038.4148,14.5,2460.0726,27.1,1341.951,11.3,陕西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201502,760.7746,10.7,638.0503,9.2,76.8962,33.1,45.8281,2.3,陕西省
201503,1916.8066,5.6,1566.5276,7.2,233.7621,15.2,116.5169,-22.3,陕西省
201504,3197.0604,4.2,2573.786,3.7,404.4045,14.2,218.8699,-6.2,陕西省
201505,5035.1087,4.6,3965.7718,2.9,704.4453,23.7,364.8916,-6.5,陕西省
201506,7459.7145,5.6,5924.2537,5.6,972.5252,10.4,562.9356,-1.4,陕西省
201507,9223.5789,5.7,7342.2333,6.1,1187.1485,6.2,694.1971,0.1,陕西省
201508,10939.7036,7.4,8710.839,8.3,1421.7686,6.5,807.096,0.9,陕西省
201509,13071.4956,8.9,10416.8363,10.4,1712.8179,6.7,941.8414,-2.2,陕西省
201510,14862.7657,9.0,11796.4861,10.4,1978.6183,5.4,1087.6613,0.8,陕西省
201511,16612.6117,9.2,13106.4948,10.4,2258.2875,5.9,1247.8294,3.0,陕西省
201512,18231.0291,8.3,14344.5135,10.0,2495.5082,1.5,1391.0074,4.0,陕西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201602,828.0446,8.8,643.6208,0.9,92.7427,20.6,91.6811,100.1,陕西省
201603,2143.6235,11.8,1672.5405,6.8,232.2883,-0.6,238.7947,104.9,陕西省
201604,3499.7013,9.5,2731.6387,6.1,392.5891,-2.9,375.4735,71.6,陕西省
201605,5260.3028,4.5,4134.6459,4.3,585.9979,-16.8,539.659,47.9,陕西省
201606,8156.5853,9.3,6367.8739,7.5,931.7477,-4.2,856.9637,52.2,陕西省
201607,10035.8302,8.8,7844.9185,6.8,1179.5022,-0.6,1011.4095,45.7,陕西省
201608,11999.4939,9.7,9390.9229,7.8,1428.2988,0.5,1180.2722,46.2,陕西省
201609,14551.1034,11.3,11343.4992,8.9,1731.4169,1.1,1476.1873,56.7,陕西省
201610,16496.7447,11.0,12590.7133,6.7,2264.6973,14.5,1641.3341,50.9,陕西省
201611,18525.0387,11.5,14049.4147,7.2,2645.0339,17.1,1830.5901,46.7,陕西省
201612,20474.8521,12.3,15489.2029,8.0,2953.9553,18.4,2031.6939,46.1,陕西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201702,948.2305,14.5,755.2939,17.4,105.7923,14.1,87.1443,-4.9,陕西省
201703,2455.4743,14.5,1977.8531,18.3,251.981,8.5,225.6402,-5.5,陕西省
201704,3992.3599,14.1,3199.295,17.1,406.54,3.6,386.5249,2.9,陕西省
201705,6019.1578,14.4,4788.448,15.8,613.6035,4.7,617.1063,14.4,陕西省
201706,9315.1951,14.2,7242.0256,13.7,1015.7159,9.0,1057.4536,23.4,陕西省
201707,11437.9939,14.0,8942.9128,14.0,1258.5303,6.7,1236.5508,22.3,陕西省
201708,13711.1346,14.3,10669.7983,13.6,1529.4519,7.1,1511.8844,28.1,陕西省
201709,16671.1027,14.6,12913.5725,13.8,1946.2386,12.4,1811.2916,22.7,陕西省
201710,18848.9317,14.3,14656.3386,16.4,2215.4255,-2.2,1977.1676,20.5,陕西省
201711,21252.0872,14.7,16468.7688,17.2,2537.322,-4.1,2245.9964,22.7,陕西省
201712,23468.2076,14.6,18098.0268,16.8,2850.9307,-3.5,2519.2501,24.0,陕西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201802,0.0,12.9,0.0,10.7,0.0,11.5,0.0,31.7,陕西省
201803,0.0,13.1,0.0,9.4,0.0,22.8,0.0,34.1,陕西省
201804,0.0,12.9,0.0,11.6,0.0,20.5,0.0,15.7,陕西省
201805,0.0,13.0,0.0,12.6,0.0,18.7,0.0,10.9,陕西省
201806,0.0,12.9,0.0,13.4,0.0,15.4,0.0,7.7,陕西省
201807,0.0,12.5,0.0,13.0,0.0,14.3,0.0,7.9,陕西省
201808,0.0,11.8,0.0,13.6,0.0,8.5,0.0,2.9,陕西省
201809,0.0,11.0,0.0,13.8,0.0,-1.7,0.0,5.2,陕西省
201810,0.0,10.9,0.0,13.2,0.0,-4.1,0.0,10.3,陕西省
201811,0.0,10.4,0.0,12.3,0.0,-5.6,0.0,13.8,陕西省
201812,0.0,10.4,0.0,12.1,0.0,-4.2,0.0,13.3,陕西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200802,23.6582,29.2,13.7684,-1.5,6.3136,177.2,3.5762,73.6,甘肃省
200803,100.0403,35.5,62.2352,20.9,22.5017,80.1,15.3034,55.1,甘肃省
200804,229.6702,34.0,153.322,25.9,40.955,46.4,35.3932,63.2,甘肃省
200805,389.2104,30.7,269.1886,25.4,68.1713,44.3,51.8505,44.3,甘肃省
200806,627.8382,30.7,427.0814,24.1,124.3821,48.5,76.3747,45.8,甘肃省
200807,795.2385,32.4,541.6291,26.5,156.2028,53.8,97.4066,37.4,甘肃省
200808,935.2673,32.4,639.2688,26.9,181.3326,56.3,114.6659,32.5,甘肃省
200809,1103.211,30.1,751.5875,25.1,215.8117,49.3,135.8118,32.7,甘肃省
200810,1255.9076,27.6,856.1682,24.1,242.5109,44.5,157.2285,24.5,甘肃省
200811,1388.7425,28.1,938.9643,24.0,271.5907,47.8,178.1875,24.1,甘肃省
200812,1495.6351,27.0,1008.1323,25.7,294.4968,38.7,193.006,18.1,甘肃省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200902,33.18,40.3,14.65,6.4,13.58,115.1,4.95,38.4,甘肃省
200903,142.3892,42.3,88.4814,42.2,35.209,56.5,18.6988,22.2,甘肃省
200904,311.431,35.6,201.6995,31.6,67.5097,64.8,42.2218,19.3,甘肃省
200905,537.4854,38.1,350.0862,30.1,116.7212,71.2,70.678,36.3,甘肃省
200906,864.676,37.7,568.3409,33.1,192.3448,54.6,103.9903,36.2,甘肃省
200907,1074.5727,35.1,717.2734,32.4,227.3333,45.5,129.966,33.4,甘肃省
200908,1273.6715,36.2,855.8252,33.9,265.8592,46.6,151.9871,32.5,甘肃省
200909,1534.7118,39.1,1009.5782,34.3,338.079,56.7,187.0546,37.7,甘肃省
200910,1754.2168,39.7,1144.9864,33.7,395.91,63.3,213.3204,35.7,甘肃省
200911,1930.9702,39.0,1259.4635,34.1,437.1647,61.0,234.342,31.5,甘肃省
200912,2076.3802,37.4,1369.8076,34.4,462.3843,56.7,244.1883,24.2,甘肃省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201002,45.4269,36.9,22.1798,51.4,17.453,28.5,5.7941,17.0,甘肃省
201003,195.8007,37.5,122.1137,38.0,51.9279,47.5,21.7591,16.4,甘肃省
201004,429.9653,38.1,286.6561,42.1,98.0838,45.3,45.2254,7.1,甘肃省
201005,745.4728,38.7,502.9828,43.7,164.0665,40.6,78.4235,11.0,甘肃省
201006,1196.4615,38.4,813.57,43.1,265.1016,37.8,117.7899,13.3,甘肃省
201007,1481.213,37.8,1026.2185,43.1,305.9517,34.6,149.0428,14.7,甘肃省
201008,1753.035,37.6,1209.0503,41.3,355.532,33.7,188.4527,24.0,甘肃省
201009,2099.7939,36.8,1471.6495,45.8,421.5794,24.7,206.565,10.4,甘肃省
201010,2357.6211,34.4,1647.4986,43.9,475.2887,20.0,234.8338,10.1,甘肃省
201011,2576.3885,33.4,1796.5045,42.6,518.8926,18.7,260.9914,11.4,甘肃省
201012,2808.5506,35.3,1940.2801,41.6,584.0669,26.3,284.2036,16.8,甘肃省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201102,60.0793,39.4,30.8305,46.6,23.8883,48.8,5.3605,-9.5,甘肃省
201103,267.281,41.6,189.7249,59.8,57.3399,18.9,20.2162,-7.3,甘肃省
201104,609.1531,44.3,443.2039,57.0,115.92,25.0,50.0292,5.9,甘肃省
201105,1070.6922,44.4,780.1403,55.2,198.7276,27.4,91.8243,10.5,甘肃省
201106,1764.6245,46.9,1298.2457,58.6,306.9214,19.0,159.4574,28.3,甘肃省
201107,2143.1992,43.7,1589.4361,53.3,356.7439,20.5,197.0192,25.0,甘肃省
201108,2533.8246,43.1,1878.5321,53.0,424.9697,23.0,230.3228,16.7,甘肃省
201109,3004.415,41.3,2218.8202,47.6,515.187,26.0,270.4078,25.9,甘肃省
201110,3404.0511,40.8,2511.8473,47.2,577.8316,23.8,314.3722,28.4,甘肃省
201111,3662.8191,38.3,2689.593,44.0,634.5329,24.6,338.6932,24.5,甘肃省
201112,3865.9948,36.5,2793.2874,41.1,707.8328,26.1,364.8746,25.6,甘肃省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201202,83.776,39.4,58.8468,90.9,21.1837,-11.3,3.7455,-30.1,甘肃省
201203,372.8042,39.5,276.6823,45.8,64.6563,12.8,31.4656,55.6,甘肃省
201204,836.008,37.2,619.1471,39.7,137.9711,19.0,78.8898,57.7,甘肃省
201205,1439.994,34.5,1048.6317,34.4,255.4043,28.5,135.958,48.1,甘肃省
201206,2351.1168,33.2,1686.0103,29.9,438.7285,42.9,226.378,42.0,甘肃省
201207,2817.5137,32.6,2035.6541,28.1,517.5802,45.1,264.2794,34.1,甘肃省
201208,3337.185,31.7,2431.5243,29.4,607.7593,43.0,297.9014,29.3,甘肃省
201209,3940.9811,31.2,2851.3052,28.5,754.6682,46.5,335.0077,23.9,甘肃省
201210,4461.2252,31.5,3228.8905,28.5,850.2927,47.2,382.042,21.5,甘肃省
201211,4753.3495,30.9,3438.1269,27.8,893.3574,40.8,421.8652,24.6,甘肃省
201212,5040.5337,30.2,3651.484,30.7,942.5454,33.2,446.5043,21.4,甘肃省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201302,109.4042,30.6,68.4053,16.2,28.9988,36.9,12.0001,220.4,甘肃省
201303,478.1313,28.3,350.5209,26.7,83.2987,28.8,44.3117,40.8,甘肃省
201304,1075.1895,28.6,800.4357,29.3,176.6696,28.0,98.0842,24.3,甘肃省
201305,1843.6894,28.0,1397.8549,33.3,286.9137,12.3,158.9208,16.9,甘肃省
201306,2994.6542,27.4,2266.4088,34.4,474.6308,8.2,253.6146,12.0,甘肃省
201307,3594.0476,27.6,2740.2004,34.6,555.3491,7.3,298.4981,12.9,甘肃省
201308,4248.9043,27.3,3256.4786,33.9,641.6972,5.6,350.7285,17.7,甘肃省
201309,5016.1863,27.3,3839.6931,34.7,762.3611,1.0,414.1321,23.6,甘肃省
201310,5673.4044,27.2,4320.3913,33.8,871.2081,2.5,481.805,26.1,甘肃省
