月份,办公楼施工面积_累计值,办公楼施工面积_累计增长,办公楼新开工施工面积_累计值,办公楼新开工施工面积_累计增长,办公楼竣工面积_累计值,办公楼竣工面积_累计增长,地区
200807,238.12,14.4,38.1,-35.0,11.65,-49.1,安徽省
200808,246.93,15.4,44.86,-30.6,12.65,-44.7,安徽省
200809,256.97,17.7,50.03,-28.9,22.73,-13.8,安徽省
200810,266.89,17.2,57.98,-26.2,26.73,-2.7,安徽省
200811,282.73,22.5,74.15,-8.6,27.8,-16.0,安徽省
200812,300.46,13.3,82.58,6.6,35.0,-26.7,安徽省
200901,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200902,231.82,19.2,16.91,15.1,9.57,85.0,安徽省
200903,283.64,33.3,36.12,90.7,11.69,100.5,安徽省
200904,285.6,31.3,42.37,85.0,13.48,98.3,安徽省
200905,287.8,26.2,43.78,36.9,16.26,117.2,安徽省
200906,297.99,28.3,45.14,23.9,16.33,104.5,安徽省
200907,303.26,27.4,46.99,23.4,28.93,148.3,安徽省
200908,353.35,43.1,93.85,109.2,29.17,130.7,安徽省
200909,363.01,41.3,98.23,96.4,31.05,36.6,安徽省
200910,377.99,41.6,105.23,81.5,34.38,28.6,安徽省
200911,412.42,45.9,122.42,65.1,38.62,38.9,安徽省
200912,432.86,43.7,163.47,108.6,62.65,50.7,安徽省
201001,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201002,300.51,29.6,30.41,79.9,5.06,-47.1,安徽省
201003,323.26,14.0,36.59,1.3,5.14,-56.1,安徽省
201004,360.84,26.3,45.85,8.2,5.95,-55.9,安徽省
201005,369.94,28.5,62.47,42.7,11.39,-30.0,安徽省
201006,422.69,41.8,97.64,116.3,11.5,-29.6,安徽省
201007,451.13,48.8,122.1,159.8,14.21,-50.9,安徽省
201008,466.11,31.9,137.03,46.0,15.03,-48.5,安徽省
201009,477.68,31.6,133.64,36.0,21.41,-31.1,安徽省
201010,497.8604,31.7,146.9291,39.6,25.3893,-26.2,安徽省
201011,505.602,22.6,150.0382,22.6,28.9609,-25.0,安徽省
201012,521.8914,20.5,163.4594,0.0,49.8942,-20.4,安徽省
201101,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201102,297.4654,-1.0,35.0725,15.3,12.5999,148.8,安徽省
201103,340.9749,5.5,48.5215,32.6,18.217,254.6,安徽省
201104,404.8608,12.2,73.2251,59.7,18.7774,215.7,安徽省
201105,408.9156,10.5,74.8093,19.8,21.5634,89.3,安徽省
201106,430.6693,1.9,89.54,-8.3,39.4387,243.0,安徽省
201107,446.0209,-1.1,104.2739,-14.6,42.5875,199.7,安徽省
201108,461.2896,-1.0,115.1025,-16.0,45.4901,202.6,安徽省
201109,482.2709,1.0,122.7979,-8.1,48.8075,128.0,安徽省
201110,476.2158,-4.3,131.1778,-10.7,55.1299,117.1,安徽省
201111,488.0748,-3.5,142.9689,-4.7,56.0866,93.7,安徽省
201112,498.1819,-4.5,148.5337,-9.1,58.0613,16.4,安徽省
201201,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201202,537.2383,80.6,35.5055,1.2,7.198,-42.9,安徽省
201203,597.638,75.3,71.3738,47.1,8.6138,-52.7,安徽省
201204,596.4053,47.3,97.3054,32.9,8.7604,-53.3,安徽省
201205,631.8561,54.5,124.5397,66.5,9.1775,-57.4,安徽省
201206,672.3799,56.1,130.6962,46.0,19.6267,-50.2,安徽省
201207,682.1586,52.9,141.5078,35.7,26.6892,-37.3,安徽省
201208,706.604,53.2,164.4278,42.9,33.7611,-25.8,安徽省
201209,742.3343,53.9,201.0775,63.7,37.3252,-23.5,安徽省
201210,743.7917,56.2,207.218,58.0,37.7931,-31.4,安徽省
201211,784.3034,60.7,232.174,62.4,38.3124,-31.7,安徽省
201212,789.4578,47.9,233.7528,55.6,49.9757,-42.1,安徽省
201301,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201302,724.5459,34.9,40.2482,13.4,7.482,3.9,安徽省
201303,748.3337,25.2,56.5302,-20.8,13.0059,51.0,安徽省
201304,778.281,30.5,80.9668,-16.8,14.2058,62.2,安徽省
201305,811.6698,28.5,91.0757,-26.9,16.2212,76.7,安徽省
201306,856.0602,27.3,120.274,-8.0,41.0273,109.0,安徽省
201307,867.0158,27.1,135.2482,-4.4,57.4482,115.2,安徽省
201308,901.4264,27.6,161.768,-1.6,66.5956,97.3,安徽省
201309,936.2274,26.1,180.0897,-10.4,68.3982,83.2,安徽省
201310,976.4365,31.3,196.3319,-5.3,81.8968,116.7,安徽省
201311,1006.1151,28.3,220.4833,-5.0,86.5666,125.9,安徽省
201312,1034.0259,31.0,246.0885,5.3,131.9186,164.0,安徽省
201401,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201402,826.1262,14.0,23.1252,-42.5,18.46,146.7,安徽省
201403,842.2375,12.5,28.0884,-50.3,26.1547,101.1,安徽省
201404,850.7575,9.3,49.5276,-38.8,47.2538,232.6,安徽省
201405,872.513,7.5,62.6769,-31.2,51.7748,219.2,安徽省
201406,906.6181,5.9,77.0999,-35.9,54.783,33.5,安徽省
201407,929.3087,7.2,97.41,-28.0,76.73,33.6,安徽省
201408,969.1403,7.5,118.3177,-26.9,75.2505,13.0,安徽省
201409,1019.0556,8.8,133.9993,-25.6,77.9318,13.9,安徽省
201410,1068.1604,9.4,174.063,-11.3,78.3454,-4.3,安徽省
201411,1081.5735,7.5,187.9708,-14.7,99.5223,15.0,安徽省
201412,1084.9742,4.9,198.4921,-19.3,120.9666,-8.3,安徽省
201501,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201502,873.8766,5.8,46.193,99.8,39.0177,111.4,安徽省
201503,912.8154,8.4,93.253,232.0,35.4886,35.7,安徽省
201504,949.9567,11.7,103.6907,109.4,42.5071,-10.0,安徽省
201505,990.5822,13.5,133.6646,113.3,42.5564,-17.8,安徽省
201506,1015.8704,12.1,159.4859,106.9,44.51,-18.8,安徽省
201507,1053.985,13.4,190.6948,95.8,50.3774,-34.3,安徽省
201508,1074.584,10.9,210.2374,77.7,56.1446,-25.4,安徽省
201509,1102.8756,8.2,237.726,77.4,79.0523,1.4,安徽省
201510,1118.258,4.7,241.3665,38.7,98.3554,25.5,安徽省
201511,1156.4775,6.9,268.227,42.7,101.9612,2.5,安徽省
201512,1184.5929,9.2,285.3921,43.8,155.2351,28.3,安徽省
201601,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201602,999.0547,14.3,58.9974,27.7,17.126,-56.1,安徽省
201603,1017.5052,11.5,81.6826,-12.4,18.4053,-48.1,安徽省
201604,1030.2366,8.5,94.8033,-8.6,22.5987,-46.8,安徽省
201605,1071.2286,8.1,122.2503,-8.5,25.0037,-41.2,安徽省
201606,1080.685,6.4,123.0851,-22.8,25.0435,-43.7,安徽省
201607,1095.2903,3.9,136.4226,-28.5,26.7952,-46.8,安徽省
201608,1121.1575,4.3,162.2962,-22.8,28.8518,-48.6,安徽省
201609,1139.6647,3.3,185.144,-22.1,51.4908,-34.9,安徽省
201610,1159.9892,3.7,205.1829,-15.0,61.2085,-37.8,安徽省
201611,1175.9777,1.7,216.3632,-19.3,92.0825,-9.7,安徽省
201612,1205.0305,1.7,238.5133,-16.4,121.0424,-22.0,安徽省
201701,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201702,1055.4474,5.6,43.3484,-26.5,37.3227,117.9,安徽省
201703,1052.1943,3.4,47.8164,-41.5,48.9717,166.1,安徽省
201704,1091.9719,6.0,86.9296,-8.3,50.1133,121.8,安徽省
201705,1132.2293,5.7,127.1244,4.0,67.8136,171.2,安徽省
201706,1157.6987,7.1,149.2082,21.2,90.7824,262.5,安徽省
201707,1186.8244,8.4,176.5603,29.4,114.604,327.7,安徽省
201708,1214.6513,8.3,204.5722,26.0,119.7801,315.2,安徽省
201709,1228.0885,7.8,214.9608,16.1,129.9191,152.3,安徽省
201710,1240.3792,6.9,225.8713,10.1,137.4374,124.5,安徽省
201711,1275.6768,8.5,261.2588,20.8,153.9779,67.2,安徽省
201712,1330.3474,10.4,270.1091,13.2,235.0813,94.2,安徽省
201801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201802,1010.5446,-4.3,14.9707,-65.5,21.4329,-42.6,安徽省
201803,1031.4693,-2.0,41.9804,-12.2,41.9551,-14.3,安徽省
201804,1043.0456,-4.5,57.5514,-33.8,48.0384,-4.1,安徽省
201805,1074.5778,-5.1,72.8704,-42.7,86.1531,27.0,安徽省
201806,1139.2022,-1.6,137.4948,-7.9,95.341,5.0,安徽省
201807,1161.3772,-2.1,143.8371,-18.5,106.7106,-6.9,安徽省
201808,1163.9356,-4.2,148.8052,-27.3,107.6921,-10.1,安徽省
201809,1206.1697,-1.8,186.2921,-13.3,113.2106,-12.9,安徽省
201810,1214.8128,-2.1,194.9767,-13.7,136.9413,-0.4,安徽省
201811,1228.2723,-3.7,208.8271,-20.1,161.2907,4.7,安徽省
201812,1232.5658,-7.4,230.3846,-14.7,190.9541,-18.8,安徽省
200801,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200802,229.23,8.7,5.82,-23.3,3.93,217.5,福建省
200803,234.03,13.7,10.0,25.1,16.55,393.9,福建省
200804,234.29,0.0,10.43,-13.7,24.65,0.0,福建省
200805,235.98,-0.1,12.75,0.0,25.89,450.9,福建省
200806,261.24,7.4,31.3,125.5,27.11,138.9,福建省
200807,265.19,5.2,35.27,59.6,31.72,122.4,福建省
200808,264.14,4.2,34.02,51.2,31.91,111.9,福建省
200809,281.56,7.1,50.25,56.8,34.46,69.6,福建省
200810,270.09,-1.7,35.77,-19.7,55.23,4.7,福建省
200811,260.58,-5.3,36.07,-20.2,55.23,3.7,福建省
200812,313.01,10.9,37.28,-31.6,81.85,47.5,福建省
200901,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200902,241.04,5.2,7.44,27.8,5.77,46.5,福建省
200903,242.64,3.7,7.47,-25.3,15.61,-5.7,福建省
200904,257.12,9.7,17.95,72.1,18.55,-24.8,福建省
200905,263.34,11.6,17.66,38.5,20.22,-21.9,福建省
200906,261.28,0.0,18.75,-40.1,20.28,-25.2,福建省
200907,262.36,-1.1,19.51,-44.7,21.06,-33.6,福建省
200908,277.91,5.2,37.52,10.3,21.95,-31.2,福建省
200909,291.04,3.4,46.39,-7.7,29.31,-15.0,福建省
200910,299.68,11.0,56.83,58.9,33.06,-40.1,福建省
200911,306.17,17.5,69.59,92.9,40.09,-27.4,福建省
200912,314.67,-10.8,77.44,71.0,47.44,-51.4,福建省
201001,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201002,274.9,14.0,15.4,107.0,2.91,-49.5,福建省
201003,283.62,16.9,19.69,163.6,2.94,-81.1,福建省
201004,305.96,19.0,47.28,163.4,3.06,-83.5,福建省
201005,307.19,16.7,48.39,174.0,3.9,-80.7,福建省
201006,311.17,19.1,52.74,181.3,3.9,-80.8,福建省
201007,327.51,24.8,69.46,256.0,6.7,-68.2,福建省
201008,365.93,31.7,92.61,146.8,6.7,-69.5,福建省
201009,364.46,25.2,96.24,107.5,9.55,-67.4,福建省
201010,390.9975,30.5,120.3011,111.7,28.4714,-13.9,福建省
201011,396.9377,29.6,121.0548,73.9,33.2417,-17.1,福建省
201012,452.1931,43.7,183.4633,136.9,35.2016,-25.8,福建省
201101,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201102,463.4991,68.6,24.6807,60.3,3.1558,8.4,福建省
201103,496.5359,75.1,45.6402,131.8,13.2401,349.8,福建省
201104,504.3917,64.9,49.1206,3.9,32.1612,0.0,福建省
201105,540.7099,76.0,90.3874,86.8,39.1197,0.0,福建省
201106,594.0358,90.9,137.9397,161.5,39.1997,0.0,福建省
201107,604.843,84.7,148.8681,114.3,42.0339,0.0,福建省
201108,662.6443,81.1,219.6687,137.2,44.6407,0.0,福建省
201109,714.879,96.1,246.4442,156.1,45.0411,371.8,福建省
201110,726.3656,85.8,264.1829,119.6,48.9047,71.8,福建省
201111,746.0352,87.9,283.9971,134.6,49.1806,47.9,福建省
201112,769.1074,69.8,300.3817,63.7,56.7019,61.1,福建省
201201,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201202,709.3368,53.0,16.8989,-31.5,13.1264,315.9,福建省
201203,774.4157,56.0,58.9057,29.1,45.7529,245.6,福建省
201204,803.1843,59.2,60.7358,23.6,45.8221,42.5,福建省
201205,840.1053,55.4,100.8762,11.6,72.3887,85.0,福建省
201206,854.287,43.8,112.1848,-18.7,76.5219,95.2,福建省
201207,866.3795,43.2,127.6504,-14.3,77.216,83.7,福建省
201208,887.5356,33.9,146.2679,-33.4,77.4506,73.5,福建省
201209,916.633,28.2,167.4756,-32.0,77.4506,72.0,福建省
201210,934.6948,28.7,182.6886,-30.8,80.154,63.9,福建省
201211,972.3189,30.3,229.6188,-19.1,81.154,65.0,福建省
201212,987.3666,27.6,252.3784,-16.1,119.2013,117.7,福建省
201301,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201302,881.752,24.3,41.9877,148.5,6.5283,-50.3,福建省
201303,924.8872,19.4,56.6822,-3.8,6.891,-84.9,福建省
201304,954.0106,18.8,90.1905,48.5,7.3689,-83.9,福建省
201305,1008.0993,20.0,126.6761,25.6,7.4634,-89.7,福建省
201306,1064.2444,24.6,178.4699,59.1,9.083,-88.1,福建省
201307,1127.276,30.1,238.795,87.1,9.5604,-87.6,福建省
201308,1159.7186,30.7,270.607,85.0,11.7558,-84.8,福建省
201309,1214.6443,32.5,303.9166,81.5,19.7969,-74.4,福建省
201310,1208.1472,29.3,302.0065,65.3,24.1531,-69.9,福建省
201311,1294.5188,33.1,359.669,56.6,46.4847,-42.7,福建省
201312,1363.4462,38.1,381.572,51.2,98.3343,-17.5,福建省
201401,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201402,1248.7375,41.6,32.062,-23.6,20.6049,215.6,福建省
201403,1276.6567,38.0,52.0601,-8.2,21.6897,214.8,福建省
201404,1349.328,41.4,117.3847,30.2,25.2131,242.2,福建省
201405,1445.8033,43.4,206.5934,63.1,27.0807,262.8,福建省
201406,1549.9602,45.6,289.9018,62.4,43.8982,383.3,福建省
201407,1589.5449,41.0,315.2641,32.0,48.6953,409.3,福建省
201408,1629.6994,40.5,355.0143,31.2,49.4847,320.9,福建省
201409,1666.1436,37.2,395.5488,30.2,51.1743,158.5,福建省
201410,1709.7787,41.5,437.8098,45.0,60.6365,151.1,福建省
201411,1755.5875,35.6,454.2729,26.3,80.4534,73.1,福建省
201412,1810.0205,32.8,495.1995,29.8,145.5072,48.0,福建省
201501,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201502,1697.8164,36.0,38.1133,18.9,50.8791,146.9,福建省
201503,1743.1604,36.5,54.798,5.3,51.1978,136.0,福建省
201504,1775.6355,31.6,86.069,-26.7,58.6925,132.8,福建省
201505,1821.4597,26.0,127.7892,-38.1,63.9848,136.3,福建省
201506,1847.7343,19.2,157.6264,-45.6,66.7163,52.0,福建省
201507,1869.9842,17.6,170.7555,-45.8,86.7979,78.2,福建省
201508,1977.3408,21.3,224.0305,-36.9,86.7979,75.4,福建省
201509,2076.9795,24.7,266.3628,-32.7,98.1993,91.9,福建省
201510,2107.811,23.3,301.7717,-31.1,115.2944,90.1,福建省
201511,2135.3782,21.6,326.1969,-28.2,128.2864,59.5,福建省
201512,2150.8759,18.8,345.6846,-30.2,142.7784,-1.9,福建省
201601,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201602,2053.0274,20.9,50.4691,32.4,58.5201,15.0,福建省
201603,2046.1474,17.4,59.1629,8.0,65.6272,28.2,福建省
201604,2070.9238,16.6,83.2791,-3.2,76.5047,30.3,福建省
201605,2085.5741,14.5,94.6292,-25.9,80.5715,25.9,福建省
201606,2127.7778,15.2,137.4515,-12.8,91.9374,37.8,福建省
201607,2164.1357,15.7,173.4196,1.6,92.1387,6.2,福建省
201608,2185.4751,10.5,194.7329,-13.1,99.8921,15.1,福建省
201609,2219.5385,6.9,229.6203,-13.8,115.2391,17.4,福建省
201610,2222.6825,5.4,233.7206,-22.6,117.4363,1.9,福建省
201611,2234.9445,4.7,244.9024,-24.9,118.7948,-7.4,福建省
201612,2262.8733,5.2,272.8966,-21.1,182.151,27.6,福建省
201701,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201702,1987.7745,-3.2,13.5367,-73.2,41.9233,-28.4,福建省
201703,1992.0729,-2.6,24.8406,-58.0,55.229,-15.8,福建省
201704,2031.1039,-1.9,62.9948,-24.4,59.0447,-22.8,福建省
201705,2047.0759,-1.8,85.5192,-9.6,59.4501,-26.2,福建省
201706,2058.8587,-3.2,93.3786,-32.1,71.7509,-22.0,福建省
201707,2081.8635,-3.8,114.5952,-33.9,77.6399,-15.7,福建省
201708,2131.5858,-2.5,171.5141,-11.9,79.9381,-20.0,福建省
201709,2147.3353,-3.3,187.2636,-18.4,81.3207,-29.4,福建省
201710,2177.5948,-2.0,217.7578,-6.8,104.465,-11.0,福建省
201711,2168.5494,-3.0,229.4615,-6.3,107.8761,-9.2,福建省
201712,2203.8281,-2.6,241.3447,-11.6,144.6399,-20.6,福建省
201801,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201802,1992.6885,0.2,38.1405,181.8,44.6832,6.6,福建省
201803,2034.9238,2.2,74.1215,198.4,75.8216,37.3,福建省
201804,2042.1553,0.5,81.353,29.1,81.3607,37.8,福建省
201805,2074.9658,1.4,104.704,22.4,84.7313,42.5,福建省
201806,2112.3424,2.6,117.2628,25.6,109.7777,53.0,福建省
201807,2125.4662,2.1,127.9318,11.6,110.3016,42.1,福建省
201808,2109.5907,-1.0,151.7167,-11.5,110.3159,38.0,福建省
201809,2120.8502,-1.2,160.392,-14.3,117.5469,44.5,福建省
201810,2151.721,-1.2,195.1333,-10.4,139.5152,33.6,福建省
201811,2174.258,0.3,217.6703,-5.1,153.1242,41.9,福建省
201812,2227.6963,1.1,236.258,-2.1,261.4463,80.8,福建省
200801,0.0,0.0,0.0,0.0,0.0,0.0,江西省
200802,15.78,11.3,2.2,-39.3,0.0,0.0,江西省
200803,25.74,-8.6,3.54,-29.3,3.34,388.9,江西省
200804,28.8,1.5,3.79,-27.3,3.4,237.5,江西省
200805,29.91,-5.6,7.63,38.3,3.4,73.9,江西省
200806,31.35,-2.6,8.81,54.3,3.4,44.3,江西省
200807,41.78,24.9,11.66,80.7,5.98,149.4,江西省
200808,50.38,49.8,17.82,168.9,11.25,368.8,江西省
200809,50.41,37.5,17.85,81.6,11.25,368.8,江西省
200810,50.68,22.2,18.12,72.4,11.25,194.7,江西省
200811,50.68,15.4,18.12,43.1,11.62,106.5,江西省
200812,54.17,-9.3,18.27,0.1,14.6,26.2,江西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,江西省
200902,24.85,57.6,3.0,36.3,1.25,0.0,江西省
200903,28.1,9.2,3.0,-15.1,1.47,-56.0,江西省
200904,28.1,-2.4,3.14,-17.0,1.47,-56.8,江西省
200905,32.97,10.2,8.03,5.3,1.47,-56.8,江西省
200906,35.25,12.5,9.02,2.4,1.58,-53.7,江西省
200907,37.71,-9.7,9.62,-17.5,1.63,-72.8,江西省
200908,38.62,-23.3,11.37,-36.2,1.87,-83.4,江西省
200909,42.27,-16.2,11.93,-33.2,1.87,-83.4,江西省
200910,42.85,-15.4,12.23,-32.5,2.27,-79.9,江西省
200911,43.45,-14.3,13.45,-25.8,2.27,-80.5,江西省
200912,65.24,18.5,28.52,37.7,5.52,-65.6,江西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201002,65.7,164.3,6.5,116.5,1.82,45.1,江西省
201003,69.51,147.3,9.91,230.1,3.53,140.2,江西省
201004,86.44,207.6,20.59,0.0,3.79,157.4,江西省
201005,87.1,164.2,21.24,164.6,4.19,184.8,江西省
201006,88.41,150.8,21.55,139.0,4.61,192.5,江西省
201007,97.89,159.6,25.39,164.0,10.62,0.0,江西省
201008,98.27,154.5,25.7,126.0,10.62,468.7,江西省
201009,99.12,134.5,26.8,124.7,10.77,476.9,江西省
201010,99.2592,131.6,26.935,120.2,11.0728,388.6,江西省
201011,102.279,135.4,29.9548,122.8,11.1418,391.7,江西省
201012,114.2464,75.1,41.8222,46.7,23.4134,324.0,江西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201102,88.302,34.4,10.3292,59.0,0.2065,-88.7,江西省
201103,96.4419,38.7,14.2633,44.0,0.3598,-89.8,江西省
201104,100.4878,16.2,17.1564,-16.7,0.6878,-81.8,江西省
201105,104.8316,20.4,21.399,0.7,1.186,-71.7,江西省
201106,108.7588,23.0,25.1062,16.5,4.1473,-10.0,江西省
201107,115.8944,18.4,32.2418,27.0,4.1473,-60.9,江西省
201108,115.8944,17.9,32.2418,25.4,4.2845,-59.7,江西省
201109,126.3134,27.4,42.6489,59.1,4.2845,-60.2,江西省
201110,127.5025,28.5,43.838,62.8,5.2607,-52.5,江西省
201111,130.879,28.0,46.8145,56.3,5.2607,-52.8,江西省
201112,130.6416,14.4,60.5038,44.7,6.7919,-71.0,江西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201202,182.1772,106.3,64.2134,0.0,11.7715,0.0,江西省
201203,200.9484,108.4,74.9763,425.7,12.5458,0.0,江西省
201204,200.7869,99.8,79.0061,360.5,12.1391,0.0,江西省
201205,202.7587,93.4,80.1012,274.3,12.1391,0.0,江西省
201206,205.0638,88.5,82.3319,227.9,12.2135,194.5,江西省
201207,207.7433,79.3,83.1586,157.9,12.318,197.0,江西省
201208,217.0037,87.2,92.119,185.7,12.368,188.7,江西省
201209,227.5913,80.2,102.7066,140.8,13.0663,205.0,江西省
201210,252.453,98.0,115.9214,164.4,25.0416,376.0,江西省
201211,271.23,107.2,132.7114,183.5,27.3422,419.7,江西省
201212,280.1901,113.8,137.0194,124.2,31.8908,348.1,江西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201302,255.7994,40.4,11.5097,-82.1,1.8697,-84.1,江西省
201303,255.0051,26.9,12.6685,-83.1,10.0252,-20.1,江西省
201304,257.0711,28.0,15.347,-80.6,10.0412,-17.3,江西省
201305,274.1701,35.2,32.5515,-59.4,10.1717,-16.2,江西省
201306,298.4482,45.5,56.7,-31.1,10.6618,-12.7,江西省
201307,307.2582,47.9,62.5388,-24.8,12.2903,-0.2,江西省
201308,309.9841,42.8,65.0328,-29.4,12.6746,2.5,江西省
201309,311.965,37.1,66.0609,-35.7,12.6746,-3.0,江西省
201310,366.5696,45.2,118.8763,2.5,13.6493,-45.5,江西省
201311,402.6989,48.5,145.863,9.9,15.0189,-45.1,江西省
201312,423.9112,51.3,167.125,22.0,24.5541,-23.0,江西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201402,384.5407,50.3,3.0889,-73.2,0.7023,-62.4,江西省
201403,380.2475,49.1,3.3798,-73.3,0.7492,-92.5,江西省
201404,396.4366,54.2,8.3563,-45.6,0.7492,-92.5,江西省
201405,396.9871,44.8,8.9171,-72.6,3.8212,-62.4,江西省
201406,424.9978,42.4,35.7349,-37.0,15.597,46.3,江西省
201407,434.8989,41.5,44.8221,-28.3,16.1325,31.3,江西省
201408,446.2667,44.0,57.278,-11.9,16.1823,27.7,江西省
201409,455.2068,45.9,65.8811,-0.3,16.6823,31.6,江西省
201410,463.5731,26.5,66.9154,-43.7,16.7223,22.5,江西省
201411,472.6272,17.4,73.8344,-49.4,19.0771,27.0,江西省
201412,471.7754,11.3,76.8291,-54.0,25.4473,3.6,江西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201502,417.0191,8.4,10.322,234.2,8.734,0.0,江西省
201503,425.5321,11.9,13.0576,286.3,8.734,0.0,江西省
201504,430.9405,8.7,18.4082,120.3,8.734,0.0,江西省
201505,434.4003,9.4,20.7023,132.2,9.074,137.5,江西省
201506,464.2558,9.2,34.7999,-2.6,10.0825,-35.4,江西省
201507,484.7088,11.5,53.7177,19.8,10.0825,-37.5,江西省
201508,500.2257,12.1,62.8297,9.7,10.1153,-37.5,江西省
201509,507.3126,11.4,73.9461,12.2,10.4504,-37.4,江西省
201510,509.3592,9.9,76.1969,13.9,16.2208,-3.0,江西省
201511,528.863,11.9,92.7148,25.6,19.8098,3.8,江西省
201512,533.7082,13.1,98.8897,28.7,28.3871,11.6,江西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201602,450.9226,8.1,12.2234,18.4,4.4267,-49.3,江西省
201603,466.7946,9.7,28.5985,119.0,4.4343,-49.2,江西省
201604,477.9205,10.9,39.7235,115.8,4.5033,-48.4,江西省
201605,488.624,12.5,50.7829,145.3,6.82,-24.8,江西省
201606,498.6399,7.4,62.1735,78.7,6.9954,-30.6,江西省
201607,507.4967,4.7,71.0303,32.2,7.0221,-30.4,江西省
201608,516.8913,3.3,80.4249,28.0,10.5221,4.0,江西省
201609,527.3376,3.9,90.6651,22.6,10.6451,1.9,江西省
201610,543.4823,6.7,106.9609,40.4,12.6079,-22.3,江西省
201611,552.3646,4.4,116.7388,25.9,25.297,27.7,江西省
201612,574.301,7.6,139.2165,40.8,37.9561,33.7,江西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201702,511.6319,13.5,3.0848,-74.8,5.4453,23.0,江西省
201703,519.5288,11.3,10.9213,-61.8,8.9244,101.3,江西省
201704,525.9931,10.1,17.4399,-56.1,10.4406,131.8,江西省
201705,531.9221,8.9,23.369,-54.0,17.0228,149.6,江西省
201706,538.1166,7.9,29.5165,-52.5,27.861,298.3,江西省
201707,552.9109,8.9,41.8866,-41.0,37.8948,439.7,江西省
201708,558.4168,8.0,47.3805,-41.1,38.2018,263.1,江西省
201709,577.9148,9.6,66.1846,-27.0,44.2588,315.8,江西省
201710,588.7881,8.3,78.6134,-26.5,46.6468,270.0,江西省
201711,590.5066,6.9,83.6976,-28.3,51.6813,104.3,江西省
201712,616.1502,7.3,110.7323,-20.5,56.6903,49.4,江西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201802,536.195,4.8,4.9311,59.9,0.1427,-97.4,江西省
201803,542.211,4.4,10.8337,-0.8,1.9809,-77.8,江西省
201804,548.8881,4.4,17.4122,-0.2,6.2208,-40.4,江西省
201805,568.8552,6.9,37.3793,60.0,13.5026,-20.7,江西省
201806,573.1483,6.5,47.9031,62.3,24.7426,-11.2,江西省
201807,579.6601,4.8,54.4149,29.9,28.6988,-24.3,江西省
201808,583.8938,4.6,58.6465,23.8,29.5618,-22.6,江西省
201809,586.8614,1.5,61.5231,-7.0,33.1285,-25.1,江西省
201810,590.0029,0.2,64.6646,-17.7,33.7066,-27.7,江西省
201811,598.3379,1.3,72.9997,-12.8,34.147,-33.9,江西省
201812,582.3523,-5.5,77.3963,-30.1,50.5554,-10.8,江西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,山东省
200802,156.4,47.6,25.64,140.6,10.88,0.0,山东省
200803,224.65,-1.7,38.31,73.8,24.01,192.6,山东省
200804,257.75,-13.7,43.15,-35.3,21.31,82.1,山东省
200805,273.94,-12.5,47.97,-45.9,22.99,63.8,山东省
200806,303.05,-9.6,55.11,-43.8,24.73,70.8,山东省
200807,322.05,-5.1,59.78,-43.3,26.02,53.9,山东省
200808,327.73,-7.5,64.81,-45.2,30.73,52.7,山东省
200809,391.12,9.2,77.49,-38.0,32.78,35.3,山东省
200810,398.6,10.5,84.15,-37.8,40.28,66.2,山东省
200811,410.3,9.9,92.73,-35.2,42.01,30.3,山东省
200812,430.15,11.0,101.29,-37.9,53.19,2.5,山东省
200901,0.0,0.0,0.0,0.0,0.0,0.0,山东省
200902,220.17,40.8,8.99,-64.9,13.8,26.8,山东省
200903,278.34,23.9,27.26,-28.9,18.84,-21.5,山东省
