月份,商品住宅施工面积_累计值,商品住宅施工面积_累计增长,商品住宅新开工施工面积_累计值,商品住宅新开工施工面积_累计增长,商品住宅竣工面积_累计值,商品住宅竣工面积_累计增长,地区
201805,17027.0688,-11.2,1971.9591,-19.7,617.5686,-17.7,河北省
201806,17924.7785,-10.8,2871.1204,-15.1,762.8989,-21.3,河北省
201807,18797.2609,-9.5,3745.4449,-7.6,916.799,-14.3,河北省
201808,19428.0811,-9.0,4376.5332,-5.6,996.8529,-12.2,河北省
201809,20204.0463,-8.1,5153.08,-2.0,1208.5695,-13.6,河北省
201810,20650.0471,-8.2,5574.0504,-3.5,1341.0641,-16.2,河北省
201811,20991.1531,-8.2,5914.5439,-4.1,1516.8743,-23.7,河北省
201812,21452.6371,-7.5,6443.6224,-1.9,1917.2265,-29.8,河北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200802,479.62,47.5,43.02,297.9,23.34,0.0,山西省
200803,1191.45,13.3,171.55,19.4,78.64,196.8,山西省
200804,1605.48,12.2,308.06,35.9,121.78,137.4,山西省
200805,1959.52,12.0,438.23,24.9,151.27,84.0,山西省
200806,2194.5,13.2,581.4,26.7,202.4,60.6,山西省
200807,2321.35,10.4,650.35,20.7,265.65,77.2,山西省
200808,2459.52,12.1,764.85,22.7,301.47,53.8,山西省
200809,2549.17,8.3,818.35,12.7,358.86,60.5,山西省
200810,2647.43,8.0,926.46,13.8,383.3,60.8,山西省
200811,2768.66,9.8,997.69,14.9,421.3,41.5,山西省
200812,3282.68,15.3,1253.75,14.1,747.63,8.9,山西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200902,388.24,-19.1,54.65,27.1,10.56,-54.8,山西省
200903,1559.01,30.9,291.64,70.0,61.77,-21.5,山西省
200904,2222.28,38.4,411.2,33.5,107.75,-11.5,山西省
200905,2700.96,37.8,628.55,43.4,135.69,-10.3,山西省
200906,3264.72,48.8,956.55,64.5,161.34,-20.3,山西省
200907,3519.56,51.6,1227.49,88.7,217.85,-18.0,山西省
200908,3794.3,54.3,1425.6,86.4,246.54,-18.2,山西省
200909,3979.08,56.1,1545.65,88.9,281.0,-21.7,山西省
200910,4173.76,57.7,1705.53,84.1,317.31,-17.2,山西省
200911,4315.52,55.9,1836.35,84.1,371.62,-11.8,山西省
200912,4635.91,41.6,2065.84,65.7,697.94,-10.7,山西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201002,2456.86,121.9,43.8,-19.9,14.24,34.9,山西省
201003,3769.62,141.8,296.54,1.7,74.65,20.9,山西省
201004,4104.12,84.7,427.67,4.0,120.36,11.7,山西省
201005,4315.19,59.8,653.67,4.0,163.49,20.5,山西省
201006,4683.42,43.5,907.18,-5.2,231.48,43.5,山西省
201007,4934.68,40.2,1068.42,-13.0,277.53,27.4,山西省
201008,5366.78,41.4,1466.84,2.9,324.19,31.5,山西省
201009,5491.03,38.0,1607.4,4.0,341.75,21.6,山西省
201010,5649.6035,35.4,1733.7568,1.7,380.4164,19.9,山西省
201011,5957.9997,38.1,2019.8796,10.0,447.8498,20.5,山西省
201012,6252.7921,35.3,2253.5844,7.1,896.929,20.6,山西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201102,4520.0585,84.0,54.8929,25.3,45.768,221.3,山西省
201103,4790.2534,27.1,309.5198,4.4,87.9172,17.8,山西省
201104,5222.5936,27.3,500.5091,17.0,108.935,-9.5,山西省
201105,5563.8155,28.9,737.2745,12.8,140.2223,-14.2,山西省
201106,6266.4634,33.8,1286.6937,41.8,175.9289,-24.0,山西省
201107,6594.241,33.6,1490.5566,39.5,227.4869,-18.0,山西省
201108,6874.9902,28.1,1708.8532,16.5,318.9159,-1.6,山西省
201109,7006.4035,27.6,1821.2104,13.3,601.5802,76.0,山西省
201110,7228.6287,27.9,2037.6747,17.5,789.7991,107.6,山西省
201111,7335.2955,23.1,2097.9136,3.9,1083.253,141.9,山西省
201112,7727.9798,23.6,2418.9549,6.5,1867.1315,88.4,山西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201202,5819.3277,28.7,94.8119,72.7,40.2556,-12.0,山西省
201203,5982.9013,24.9,324.2769,4.8,139.0085,58.1,山西省
201204,6373.4768,22.0,615.8479,23.0,192.2824,76.5,山西省
201205,6730.0577,21.0,924.8305,25.4,290.2666,107.0,山西省
201206,7354.8365,17.4,1520.3376,18.2,405.9247,130.7,山西省
201207,7675.7755,16.4,1781.2435,19.5,473.1718,108.0,山西省
201208,8047.1774,17.1,2177.4471,27.4,542.6622,70.2,山西省
201209,8351.4374,19.2,2417.2333,32.7,673.6698,12.0,山西省
201210,8679.5049,20.1,2728.6788,33.9,728.6432,-7.7,山西省
201211,8907.9733,21.4,2918.3288,39.1,856.0718,-21.0,山西省
201212,9299.6204,20.5,3271.1068,34.6,1435.694,-24.0,山西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201302,7791.1335,33.9,78.9252,-16.8,60.4717,50.2,山西省
201303,8010.2346,33.9,289.5234,-10.7,189.7661,36.5,山西省
201304,8232.5246,29.2,493.5264,-19.9,247.515,28.7,山西省
201305,8657.2841,28.6,828.7686,-10.4,311.8288,7.4,山西省
201306,9079.6706,23.5,1170.3966,-23.0,418.4945,3.1,山西省
201307,9384.8193,22.3,1429.3086,-19.8,520.8011,10.1,山西省
201308,9618.0102,19.5,1627.0932,-25.3,554.0619,2.1,山西省
201309,10027.0601,20.1,1996.2746,-17.4,648.1561,-3.8,山西省
201310,10215.0194,17.7,2157.086,-20.9,719.7145,-1.2,山西省
201311,10550.2472,18.4,2471.0131,-15.3,998.0928,16.6,山西省
201312,10754.9465,15.6,2723.3857,-16.7,1847.9861,28.7,山西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201402,8301.431,6.5,40.2859,-49.0,64.9307,7.4,山西省
201403,8590.3008,7.2,205.7238,-28.9,132.139,-30.4,山西省
201404,8688.1961,5.5,296.7841,-39.9,195.6783,-20.9,山西省
201405,8997.6526,3.9,596.8475,-28.0,377.3366,21.0,山西省
201406,9313.8582,2.6,873.5722,-25.4,514.815,23.0,山西省
201407,9825.6377,4.7,1376.1025,-3.7,566.312,8.7,山西省
201408,10284.8025,6.9,1730.7201,6.4,585.8599,5.7,山西省
201409,10676.4919,6.5,2114.9825,5.9,618.3894,-4.6,山西省
201410,10972.2347,7.4,2338.9583,8.4,799.7043,11.1,山西省
201411,11226.1063,6.4,2544.8761,3.0,1043.6055,4.6,山西省
201412,11471.767,6.7,2739.9888,0.6,1701.6427,-7.9,山西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201502,8416.9672,1.4,69.5384,72.6,46.0372,-29.1,山西省
201503,8597.6777,0.1,175.3174,-14.8,146.0555,10.5,山西省
201504,8761.5397,0.8,347.3313,17.0,212.0375,8.4,山西省
201505,9096.3221,1.1,628.7252,5.3,284.6622,-24.6,山西省
201506,9568.5654,2.7,971.8814,11.3,366.1959,-28.9,山西省
201507,9901.7042,0.8,1240.042,-9.9,429.7652,-24.1,山西省
201508,10215.6283,-0.7,1599.1406,-7.6,468.9391,-20.0,山西省
201509,10695.6304,0.2,1972.5048,-6.7,575.5822,-6.9,山西省
201510,10901.6794,-0.6,2153.159,-7.9,796.4379,-0.4,山西省
201511,11224.6588,0.0,2453.6683,-3.6,1008.7676,-3.3,山西省
201512,11449.9658,-0.2,2624.6379,-4.2,1574.6777,-7.5,山西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201602,9624.5774,14.3,99.492,43.1,92.1972,100.3,山西省
201603,9800.9076,14.0,261.7335,49.3,274.9915,88.3,山西省
201604,10011.2543,14.3,478.8512,37.9,419.2226,97.7,山西省
201605,10373.0483,14.0,759.2393,20.8,571.4899,100.8,山西省
201606,10701.4538,11.8,1078.6544,11.0,661.6995,80.7,山西省
201607,11189.2724,13.0,1551.4676,25.1,768.526,78.8,山西省
201608,11388.7805,11.5,1741.5812,8.9,818.4437,74.5,山西省
201609,11617.8069,8.6,1971.3303,-0.1,916.202,59.2,山西省
201610,11863.4761,8.8,2214.5082,2.8,1005.5533,26.3,山西省
201611,12048.2117,7.3,2396.2976,-2.3,1365.6465,35.4,山西省
201612,12222.3158,6.7,2654.283,1.1,2042.2192,29.7,山西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201702,9542.4783,-0.9,77.2398,-22.4,161.8978,75.6,山西省
201703,9698.8376,-1.0,230.6392,-11.9,189.759,-31.0,山西省
201704,9895.714,-1.2,400.2216,-16.4,279.0455,-33.4,山西省
201705,10185.866,-1.8,670.7896,-11.6,330.1927,-42.2,山西省
201706,10589.7999,-1.0,1055.9924,-2.1,409.3403,-38.1,山西省
201707,10876.2857,-2.8,1346.7133,-13.2,545.2888,-29.0,山西省
201708,11106.2765,-2.5,1584.6003,-9.0,601.4344,-26.5,山西省
201709,11377.7325,-2.1,1845.7504,-6.4,694.237,-24.2,山西省
201710,11531.3532,-2.8,1987.1116,-10.3,834.2844,-17.0,山西省
201711,11698.9734,-2.9,2157.2086,-10.0,946.183,-30.7,山西省
201712,11817.1176,-3.3,2411.2234,-9.2,1413.8324,-30.8,山西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201802,9420.2879,-1.3,84.8883,9.9,64.6651,-60.1,山西省
201803,9674.0937,-0.3,339.1406,47.0,108.2355,-43.0,山西省
201804,9990.3332,1.0,649.3942,62.3,155.3132,-44.3,山西省
201805,10420.7469,2.3,1064.5859,58.7,192.8691,-41.6,山西省
201806,10936.3088,3.3,1571.8616,48.9,257.708,-37.0,山西省
201807,11240.3333,3.3,1846.183,37.1,302.2228,-44.6,山西省
201808,11418.6335,2.8,2023.3947,27.7,366.4845,-39.1,山西省
201809,11648.7704,2.4,2253.1527,22.1,437.7235,-36.9,山西省
201810,11864.604,2.9,2459.8684,23.8,610.3415,-26.8,山西省
201811,12127.1786,3.7,2681.216,24.3,776.6832,-17.9,山西省
201812,12314.8185,4.2,2957.2355,22.6,1094.5022,-22.6,山西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200802,12.8,-50.8,0.0,0.0,0.0,0.0,内蒙古自治区
200803,460.2,45.0,156.91,71.5,24.77,0.0,内蒙古自治区
200804,1906.36,56.0,541.68,34.5,74.65,153.3,内蒙古自治区
200805,3092.73,43.0,1104.23,27.0,124.56,3.4,内蒙古自治区
200806,4048.13,49.3,1738.83,34.6,223.1,43.7,内蒙古自治区
200807,4379.95,43.4,2022.92,27.3,318.54,96.9,内蒙古自治区
200808,4766.51,36.9,2370.53,19.7,388.24,76.8,内蒙古自治区
200809,5020.73,33.6,2569.37,14.4,531.11,53.6,内蒙古自治区
200810,5252.39,30.4,2767.05,12.0,642.35,30.3,内蒙古自治区
200811,5382.21,30.9,2884.74,12.8,829.52,4.7,内蒙古自治区
200812,5598.25,29.0,3004.24,9.7,1432.08,-7.7,内蒙古自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200902,4166.17,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200903,664.41,44.4,88.33,-43.7,7.2,-70.9,内蒙古自治区
200904,1976.57,3.7,546.13,0.8,65.29,-12.5,内蒙古自治区
200905,3220.64,4.1,914.3,-17.2,137.24,10.2,内蒙古自治区
200906,4420.7,9.2,1551.17,-10.8,237.16,6.3,内蒙古自治区
200907,4866.21,11.1,1809.88,-10.5,365.89,14.9,内蒙古自治区
200908,5363.33,12.5,2261.79,-4.6,426.62,9.9,内蒙古自治区
200909,5667.63,12.9,2476.71,-3.6,556.09,4.7,内蒙古自治区
200910,5980.77,13.9,2676.17,-3.3,785.04,22.2,内蒙古自治区
200911,6141.35,14.1,2847.12,-1.3,1286.33,55.1,内蒙古自治区
200912,6265.62,8.3,3055.82,-1.7,1886.04,12.9,内蒙古自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201002,35.6,26.4,0.0,0.0,0.0,0.0,内蒙古自治区
201003,1251.59,88.4,256.13,190.0,54.73,0.0,内蒙古自治区
201004,2623.46,32.7,742.92,36.0,154.56,136.7,内蒙古自治区
201005,4179.07,29.8,1853.04,102.7,239.93,74.8,内蒙古自治区
201006,5294.75,19.8,2688.05,73.3,364.15,53.5,内蒙古自治区
201007,6127.06,25.9,2854.83,57.7,439.1,20.0,内蒙古自治区
201008,6780.56,26.4,3401.48,50.4,509.94,19.5,内蒙古自治区
201009,7346.1,29.6,3896.49,57.3,697.03,25.3,内蒙古自治区
201010,7787.5039,30.2,4202.2868,57.0,941.4632,19.9,内蒙古自治区
201011,8082.6671,31.6,4440.2493,56.0,1323.6848,2.9,内蒙古自治区
201012,8246.5873,30.7,4486.5428,39.7,1799.3951,-8.1,内蒙古自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201102,128.7335,261.6,0.0,0.0,0.0,0.0,内蒙古自治区
201103,1631.5993,30.4,192.4268,-24.9,65.96,20.5,内蒙古自治区
201104,3912.244,49.1,926.2177,24.7,128.6728,-16.7,内蒙古自治区
201105,5698.7149,36.4,1831.9801,-1.1,232.3925,-3.1,内蒙古自治区
201106,7528.989,42.2,2939.298,9.3,430.0613,18.1,内蒙古自治区
201107,8620.1214,40.7,3822.8341,33.9,566.7988,29.1,内蒙古自治区
201108,9435.5747,39.2,4528.6964,33.1,667.9166,31.0,内蒙古自治区
201109,10542.8884,43.5,5479.8112,40.6,884.789,26.9,内蒙古自治区
201110,11201.5933,43.8,5929.5214,41.1,1199.8688,27.4,内蒙古自治区
201111,11276.6302,39.5,5976.2325,34.6,1634.2333,23.5,内蒙古自治区
201112,11298.2422,36.6,5988.4525,33.9,1939.196,3.8,内蒙古自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201202,6608.8616,0.0,34.7894,0.0,7.3349,0.0,内蒙古自治区
201203,6550.6607,301.5,330.3171,71.7,57.1562,-13.3,内蒙古自治区
201204,6648.3423,69.9,757.1983,-18.2,153.7621,19.5,内蒙古自治区
201205,8136.618,42.8,1279.5095,-30.2,290.2211,24.9,内蒙古自治区
201206,8968.5609,19.1,1794.0396,-39.0,413.2329,-3.9,内蒙古自治区
201207,9477.8461,10.0,2251.6232,-41.1,503.2359,-11.2,内蒙古自治区
201208,10374.8352,10.0,3087.0954,-31.8,673.6696,0.9,内蒙古自治区
201209,10611.468,0.7,3297.7336,-39.8,747.932,-15.5,内蒙古自治区
201210,10776.4716,-3.8,3473.1736,-41.4,1053.2857,-12.2,内蒙古自治区
201211,10919.3896,-3.2,3600.9362,-39.7,1262.2244,-22.8,内蒙古自治区
201212,11181.6609,2.6,3670.1776,-36.0,1816.1022,-8.5,内蒙古自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201302,8057.8996,21.9,37.1928,6.9,13.2948,81.3,内蒙古自治区
201303,8255.4186,26.0,230.4898,-30.2,35.1837,-38.4,内蒙古自治区
201304,9118.663,37.2,642.0811,-15.2,162.1844,5.5,内蒙古自治区
201305,9888.2908,21.5,1318.6626,3.1,296.0434,2.0,内蒙古自治区
201306,10734.3432,19.7,2004.088,11.7,425.7506,3.0,内蒙古自治区
201307,11117.2534,17.3,2340.881,4.0,535.1629,6.3,内蒙古自治区
201308,11634.6352,12.1,2734.3904,-11.4,682.7036,1.3,内蒙古自治区
201309,12041.1681,13.5,3111.4355,-5.6,892.69,19.4,内蒙古自治区
201310,12321.0,14.3,3331.8039,-4.1,1187.8251,12.8,内蒙古自治区
201311,12690.8204,16.2,3625.0373,0.7,1576.4192,24.9,内蒙古自治区
201312,12634.1053,13.0,3633.3289,-1.0,2001.211,10.2,内蒙古自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201402,9195.1547,14.1,2.2105,-94.1,30.7555,131.3,内蒙古自治区
201403,9453.245,14.5,84.8334,-63.2,74.2029,110.9,内蒙古自治区
201404,9989.1456,9.5,234.1257,-63.5,131.0942,-19.2,内蒙古自治区
201405,10305.5395,4.2,436.2343,-66.9,226.4236,-23.5,内蒙古自治区
201406,10663.4068,-0.7,679.0664,-66.1,362.8464,-14.8,内蒙古自治区
201407,11037.8987,-0.7,1037.7618,-55.7,480.9065,-10.1,内蒙古自治区
201408,11539.8031,-0.8,1374.4348,-49.7,573.1776,-16.0,内蒙古自治区
201409,11743.4794,-2.5,1571.3989,-49.5,776.8514,-13.0,内蒙古自治区
201410,12102.4638,-1.8,1894.4388,-43.1,1009.3625,-15.0,内蒙古自治区
201411,12463.4212,-1.8,2148.0639,-40.7,1282.2968,-18.7,内蒙古自治区
201412,12386.9382,-2.0,2151.4497,-40.8,1496.6623,-25.2,内蒙古自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201502,9316.808,1.3,7.1123,221.8,46.0079,49.6,内蒙古自治区
201503,9370.5695,-0.9,125.0226,47.4,84.0182,13.2,内蒙古自治区
201504,9604.4195,-3.9,292.6021,25.0,109.6571,-16.4,内蒙古自治区
201505,9826.0904,-4.7,366.3122,-16.0,226.2186,-0.1,内蒙古自治区
201506,10507.0679,-1.5,811.9094,19.6,337.5452,-7.0,内蒙古自治区
201507,10827.9683,-1.9,1105.2369,6.5,397.6899,-17.3,内蒙古自治区
201508,10964.9214,-5.0,1256.4585,-8.6,473.8886,-17.3,内蒙古自治区
201509,11276.3692,-4.0,1482.654,-5.6,679.7835,-12.5,内蒙古自治区
201510,11455.3461,-5.3,1622.7439,-14.3,877.218,-13.1,内蒙古自治区
201511,11527.4559,-7.5,1661.5141,-22.7,1060.1052,-17.3,内蒙古自治区
201512,11554.2269,-6.7,1683.2878,-21.8,1281.4462,-14.4,内蒙古自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201602,9537.71,2.4,17.7505,149.6,40.7281,-11.5,内蒙古自治区
201603,9392.348,0.2,49.9495,-60.0,80.3761,-4.3,内蒙古自治区
201604,9567.1568,-0.4,224.6778,-23.2,115.9625,5.8,内蒙古自治区
201605,9856.1812,0.3,507.7289,38.6,142.5615,-37.0,内蒙古自治区
201606,10266.0816,-2.3,883.5599,8.8,319.8829,-5.2,内蒙古自治区
201607,10552.7224,-2.5,1170.1147,5.9,378.928,-4.7,内蒙古自治区
201608,10676.2869,-2.6,1289.3734,2.6,452.6859,-4.5,内蒙古自治区
201609,10870.6885,-3.6,1475.775,-0.5,514.1763,-24.4,内蒙古自治区
201610,11023.3794,-3.8,1608.021,-0.9,750.7524,-14.4,内蒙古自治区
201611,11129.8237,-3.4,1714.5596,3.2,939.8936,-11.3,内蒙古自治区
201612,11141.4067,-3.6,1742.3965,3.5,1203.2591,-6.1,内蒙古自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201702,9120.1419,-4.4,15.0406,-15.3,49.1604,20.7,内蒙古自治区
201703,9191.943,-2.1,57.4197,15.0,127.1759,58.2,内蒙古自治区
201704,9394.3234,-1.8,248.3837,10.6,188.6429,62.7,内蒙古自治区
201705,9631.7586,-2.3,481.2185,-5.2,257.4558,80.6,内蒙古自治区
201706,9974.9873,-2.8,824.1699,-6.7,422.1012,32.0,内蒙古自治区
201707,10257.7923,-2.8,1084.2048,-7.3,524.966,38.5,内蒙古自治区
201708,10394.1347,-2.6,1209.0253,-6.2,674.4066,49.0,内蒙古自治区
201709,10670.7663,-1.8,1469.0978,-0.5,758.8232,47.6,内蒙古自治区
201710,10855.843,-1.5,1639.1771,1.9,922.6255,22.9,内蒙古自治区
201711,10957.7164,-1.5,1745.3473,1.8,1115.98,18.7,内蒙古自治区
201712,10394.3893,-6.7,1734.6716,-0.4,1265.1452,5.1,内蒙古自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201802,8115.3599,-11.0,15.4696,2.9,27.2103,-44.6,内蒙古自治区
201803,7976.0054,-13.2,46.8623,-18.4,144.863,13.9,内蒙古自治区
201804,8126.3735,-13.5,177.6244,-28.5,233.4012,23.7,内蒙古自治区
201805,8304.3623,-13.8,363.2851,-24.5,268.1195,4.1,内蒙古自治区
201806,8808.6983,-11.7,807.1081,-2.1,469.347,11.2,内蒙古自治区
201807,9243.8033,-9.9,1192.0962,10.0,550.7991,4.9,内蒙古自治区
201808,9514.5417,-8.5,1438.081,18.9,604.5067,-10.4,内蒙古自治区
201809,9908.472,-7.1,1830.2222,24.6,699.0663,-7.9,内蒙古自治区
201810,10096.1492,-7.0,2018.4391,23.1,788.7129,-14.5,内蒙古自治区
201811,10222.8849,-6.7,2128.1481,21.9,856.722,-23.2,内蒙古自治区
201812,9925.9784,-4.5,2154.026,24.2,1013.9734,-19.9,内蒙古自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200802,1289.51,67.7,65.52,25.8,29.09,9.7,辽宁省
200803,3610.28,82.4,469.9,24.0,148.9,116.2,辽宁省
200804,5277.33,41.7,1116.76,4.2,235.54,19.7,辽宁省
200805,6418.43,31.8,1709.84,-1.6,322.12,5.7,辽宁省
200806,7834.79,32.4,2618.12,3.7,458.56,24.8,辽宁省
200807,8753.1,29.8,3111.63,-4.3,552.21,22.9,辽宁省
200808,9281.36,27.2,3602.74,-4.0,685.61,32.9,辽宁省
200809,9989.05,24.7,4220.1,-4.6,832.64,19.3,辽宁省
200810,10520.04,22.7,4614.24,-5.8,1243.7,36.7,辽宁省
200811,10981.87,23.3,4894.37,-5.8,1531.84,26.5,辽宁省
200812,11587.3,23.9,5465.07,-1.4,3029.68,12.8,辽宁省
200901,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200902,2000.7,55.2,185.84,183.6,112.41,286.4,辽宁省
200903,4596.25,27.3,654.27,39.2,231.61,55.5,辽宁省
200904,6844.65,29.7,1194.46,7.0,354.71,50.6,辽宁省
200905,8303.25,29.4,1848.0,8.1,578.39,79.6,辽宁省
200906,10419.28,33.0,3175.03,21.3,858.37,87.2,辽宁省
200907,11014.02,25.8,3577.46,15.0,1022.71,85.2,辽宁省
200908,11731.14,26.4,4139.18,14.9,1156.36,68.7,辽宁省
200909,12637.12,26.5,4998.16,18.4,1385.93,66.5,辽宁省
200910,13237.2,25.8,5528.01,19.8,1566.66,26.0,辽宁省
200911,13658.88,24.4,5917.86,20.9,1876.13,22.5,辽宁省
200912,14527.05,23.8,6634.3,19.3,3404.01,4.3,辽宁省
201001,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201002,10313.16,29.9,194.42,4.6,111.05,-1.2,辽宁省
201003,11675.68,154.0,1397.78,113.6,394.65,70.4,辽宁省
201004,12876.19,88.1,2206.34,84.7,544.0,53.4,辽宁省
201005,13970.31,68.3,3356.84,81.6,726.44,25.6,辽宁省
201006,15713.35,50.8,5005.38,57.6,990.94,15.4,辽宁省
201007,16693.37,51.6,5873.51,64.2,1142.86,11.7,辽宁省
201008,17329.15,47.7,6504.98,57.2,1362.89,17.9,辽宁省
201009,18140.07,43.5,7248.02,45.0,1594.61,15.1,辽宁省
201010,19289.4687,45.7,8254.2374,49.3,1953.0974,24.7,辽宁省
201011,20013.8852,46.5,9216.0814,55.7,2370.199,26.3,辽宁省
201012,20669.8834,42.3,9848.4647,48.3,3662.5069,7.9,辽宁省
201101,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201102,16653.9188,61.5,274.9424,41.4,128.2565,15.5,辽宁省
201103,17565.6565,50.4,1507.5174,7.9,438.8212,11.2,辽宁省
201104,18433.7489,43.2,2275.671,3.1,581.4708,6.9,辽宁省
201105,19491.9137,39.5,3356.2342,0.0,756.1435,4.1,辽宁省
201106,20954.3646,33.4,4585.054,-8.4,1161.0569,17.2,辽宁省
201107,22333.5237,33.8,5849.1886,-0.4,1381.4191,20.9,辽宁省
201108,24317.1834,40.3,7692.9965,18.3,1631.9495,19.7,辽宁省
201109,25316.7373,39.6,8526.5063,17.6,2040.6619,28.0,辽宁省
201110,25816.8788,33.8,9066.0472,9.8,2578.291,32.0,辽宁省
201111,26523.4269,32.5,9631.6167,4.5,3389.7214,43.0,辽宁省
201112,26742.2072,29.3,9896.258,0.3,5259.8553,42.5,辽宁省
201201,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201202,20113.9783,20.8,330.9822,20.4,138.5072,8.0,辽宁省
201203,20437.5216,16.3,1344.656,-10.8,572.8608,30.5,辽宁省
201204,21356.8196,15.9,2356.4364,3.5,824.186,41.7,辽宁省
201205,22095.841,13.4,3827.7079,14.0,1023.8503,35.4,辽宁省
201206,24647.2418,17.6,6123.8658,33.6,1408.8555,21.3,辽宁省
201207,25311.0512,13.3,6764.2844,15.6,1666.01,20.6,辽宁省
201208,26559.8055,9.2,7848.9095,2.0,2060.6692,26.3,辽宁省
201209,27366.0583,8.1,8655.1957,1.5,2416.3176,18.4,辽宁省
201210,28282.3095,9.5,9535.9719,5.2,2963.4343,14.9,辽宁省
201211,29048.7031,9.5,10294.9853,6.9,3601.8198,6.3,辽宁省
201212,29284.881,9.9,10644.0294,7.4,5132.2876,-1.8,辽宁省
201301,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201302,20880.0447,3.8,496.0731,49.9,149.3269,7.8,辽宁省
201303,22467.0251,9.9,1536.784,14.3,487.3627,-14.9,辽宁省
201304,23755.9365,11.2,2493.5824,5.8,687.7806,-16.6,辽宁省
201305,25142.934,13.8,3698.2184,-3.4,921.239,-10.0,辽宁省
201306,26838.9904,8.9,5330.4183,-13.0,1320.6279,-6.3,辽宁省
201307,27697.9794,9.4,6181.1725,-8.6,1856.2117,11.4,辽宁省
201308,28706.3272,8.1,7151.777,-8.9,2268.3678,10.1,辽宁省
201309,29750.9343,8.7,8234.0501,-4.9,2826.6654,17.0,辽宁省
201310,30177.612,6.7,8649.3818,-9.3,3258.6961,10.0,辽宁省
201311,31123.4255,7.1,9578.1423,-7.0,3873.7844,7.6,辽宁省
201312,31416.5103,7.3,10141.6585,-4.7,5025.692,-2.1,辽宁省
201401,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201402,22038.0693,5.5,295.7937,-40.4,182.9484,22.5,辽宁省
201403,22781.3963,1.4,1002.7148,-34.8,504.4112,3.5,辽宁省
201404,23574.1526,-0.8,1570.0233,-37.0,749.6741,9.0,辽宁省
201405,24169.9507,-3.9,2127.9849,-42.5,995.1042,8.0,辽宁省
201406,25263.2089,-5.9,2982.7297,-44.0,1589.5958,20.4,辽宁省
201407,25923.8994,-6.4,3610.6551,-41.6,1862.0828,0.3,辽宁省
201408,26689.1186,-7.0,4340.872,-39.3,2252.7834,-0.7,辽宁省
201409,27416.5117,-7.8,5024.1362,-39.0,2565.3044,-9.2,辽宁省
201410,28125.3211,-6.8,5723.4415,-33.8,3073.7075,-5.7,辽宁省
201411,28469.0649,-8.5,6044.2353,-36.9,3636.9576,-6.1,辽宁省
201412,28524.5446,-9.2,6137.6896,-39.5,4940.4849,-1.7,辽宁省
201501,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201502,17791.7333,-19.3,159.6836,-46.0,61.7718,-66.2,辽宁省
201503,17985.9351,-21.0,506.8528,-49.5,217.0731,-57.0,辽宁省
201504,18433.3929,-21.8,856.8663,-45.4,363.3173,-51.5,辽宁省
201505,18841.7112,-22.0,1197.9155,-43.7,525.2204,-47.2,辽宁省
201506,19606.611,-22.4,1882.4429,-36.9,793.0359,-50.1,辽宁省
201507,20184.2905,-22.1,2424.4735,-32.9,1012.0302,-45.7,辽宁省
201508,20682.9683,-22.5,2900.5469,-33.2,1181.5319,-47.6,辽宁省
201509,21329.3454,-22.2,3401.8179,-32.3,1488.3525,-42.0,辽宁省
201510,21465.826,-23.7,3513.7377,-38.6,1746.887,-43.2,辽宁省
