月份,房地产投资_累计值,房地产投资_累计增长,房地产住宅投资_累计值,房地产住宅投资_累计增长,地区
201503,1044.2265,20.5,644.6891,7.9,福建省
201504,1361.3283,11.2,838.2813,1.2,福建省
201505,1761.71,7.0,1086.3282,-2.0,福建省
201506,2331.9866,4.8,1450.6089,-0.5,福建省
201507,2652.9348,2.4,1664.8888,-1.1,福建省
201508,2996.5501,1.4,1890.0549,-1.2,福建省
201509,3452.3231,1.7,2189.6659,0.6,福建省
201510,3774.8462,0.6,2404.5298,0.2,福建省
201511,4156.5203,-0.2,2658.6158,0.0,福建省
201512,4469.6073,-2.1,2864.9524,-1.8,福建省
201601,0.0,0.0,0.0,0.0,福建省
201602,596.1528,-0.1,382.689,2.4,福建省
201603,1095.4642,4.9,708.5312,9.9,福建省
201604,1418.8192,4.2,902.0465,7.6,福建省
201605,1813.5982,2.9,1162.4191,7.0,福建省
201606,2316.0383,-0.7,1497.3026,3.2,福建省
201607,2656.5325,0.1,1698.1879,2.0,福建省
201608,3044.95,1.6,1955.0158,3.4,福建省
201609,3455.7685,0.1,2232.0471,1.9,福建省
201610,3803.2806,0.8,2462.9817,2.4,福建省
201611,4208.4121,1.2,2747.1644,3.3,福建省
201612,4588.8313,2.7,2999.2893,4.7,福建省
201701,0.0,0.0,0.0,0.0,福建省
201702,548.972,-7.9,356.7875,-6.8,福建省
201703,1076.5157,-1.7,697.8906,-1.5,福建省
201704,1423.982,0.4,916.7719,1.6,福建省
201705,1797.8386,-0.9,1136.8059,-2.2,福建省
201706,2365.9339,2.2,1557.6936,4.0,福建省
201707,2714.7907,2.2,1806.3522,6.4,福建省
201708,3098.1202,1.7,2089.2532,6.9,福建省
201709,3539.0925,2.4,2390.7632,7.1,福建省
201710,3989.0999,4.9,2683.3562,8.9,福建省
201711,4385.9707,4.2,2957.0195,7.6,福建省
201712,4794.2344,4.5,3236.5109,7.9,福建省
201801,0.0,0.0,0.0,0.0,福建省
201802,550.7912,0.3,368.7081,3.3,福建省
201803,1109.319,3.0,746.8393,7.0,福建省
201804,1502.5949,5.5,1020.4067,11.3,福建省
201805,1898.4759,5.6,1288.2613,13.3,福建省
201806,2404.9236,1.6,1652.4918,6.1,福建省
201807,2804.8439,3.3,1957.4315,8.4,福建省
201808,3186.2848,2.8,2228.6488,6.7,福建省
201809,3685.1091,4.1,2576.2323,7.8,福建省
201810,4112.2427,3.1,2867.5859,6.9,福建省
201811,4522.269,3.1,3153.1151,6.6,福建省
201812,4940.338,3.0,3456.8623,6.8,福建省
200801,0.0,0.0,0.0,0.0,江西省
200802,39.7121,27.6,29.1163,18.3,江西省
200803,84.1135,24.8,65.7667,20.4,江西省
200804,123.7827,27.5,99.1799,26.7,江西省
200805,167.8922,31.4,135.9559,32.2,江西省
200806,219.4531,29.8,177.2104,30.0,江西省
200807,259.6488,26.8,210.3461,25.5,江西省
200808,302.9424,29.5,245.9699,27.5,江西省
200809,346.0478,29.3,282.2747,27.9,江西省
200810,390.6308,26.6,319.0633,25.0,江西省
200811,435.16,24.3,356.83,22.9,江西省
200812,544.3204,25.0,444.7183,25.5,江西省
200901,0.0,0.0,0.0,0.0,江西省
200902,44.57,12.2,32.66,12.2,江西省
200903,84.7764,0.8,64.5949,-1.8,江西省
200904,124.84,0.9,96.49,-2.7,江西省
200905,171.2229,2.0,134.925,-0.8,江西省
200906,232.9,6.1,181.66,2.5,江西省
200907,281.7979,8.5,220.6169,4.9,江西省
200908,333.44,10.1,260.77,6.0,江西省
200909,395.9244,14.4,310.8783,10.1,江西省
200910,451.0644,15.5,357.29,12.0,江西省
200911,503.95,15.8,400.5,12.2,江西省
200912,634.5238,15.9,509.167,14.1,江西省
201001,0.0,0.0,0.0,0.0,江西省
201002,53.6136,20.3,42.2616,29.4,江西省
201003,103.7397,22.4,78.8564,22.1,江西省
201004,155.3011,24.4,117.6408,21.9,江西省
201005,212.44,24.1,161.38,19.6,江西省
201006,284.36,22.1,216.01,18.9,江西省
201007,342.4895,21.5,260.621,18.1,江西省
201008,398.13,19.4,304.68,16.8,江西省
201009,468.6634,18.4,360.7811,16.1,江西省
201010,532.649,18.1,413.5182,15.7,江西省
201011,590.6323,17.2,458.4603,14.5,江西省
201012,706.8222,11.4,544.7742,7.0,江西省
201101,0.0,0.0,0.0,0.0,江西省
201102,65.0504,21.3,46.7245,10.6,江西省
201103,124.6459,20.2,93.2038,18.2,江西省
201104,194.9761,25.5,148.7383,26.4,江西省
201105,271.0854,27.6,207.2742,28.4,江西省
201106,371.0994,30.5,282.9844,31.0,江西省
201107,465.0733,35.8,355.6041,36.4,江西省
201108,537.0091,34.9,410.9761,34.9,江西省
201109,617.5642,31.8,474.6542,31.6,江西省
201110,684.1469,28.4,529.9123,28.1,江西省
201111,742.8931,25.8,577.1305,25.9,江西省
201112,852.6883,20.6,656.9109,20.6,江西省
201201,0.0,0.0,0.0,0.0,江西省
201202,87.7001,34.8,62.4328,33.6,江西省
201203,165.3713,32.7,117.72,26.3,江西省
201204,248.3004,27.3,176.0697,18.4,江西省
201205,339.8166,25.4,244.2603,17.8,江西省
201206,431.0787,16.2,311.0376,9.9,江西省
201207,507.225,9.1,366.8728,3.2,江西省
201208,589.431,9.8,419.4369,2.1,江西省
201209,701.7345,13.6,505.0485,6.4,江西省
201210,784.0582,14.6,562.6995,6.2,江西省
201211,875.5169,17.9,621.6853,7.7,江西省
201212,969.6176,11.8,684.2114,3.5,江西省
201301,0.0,0.0,0.0,0.0,江西省
201302,130.3625,48.6,90.2292,44.5,江西省
201303,217.071,31.3,150.5763,27.9,江西省
201304,298.8802,20.4,207.6377,17.9,江西省
201305,404.4801,19.0,276.8339,13.3,江西省
201306,505.1209,17.2,343.5497,10.5,江西省
201307,596.8287,17.7,403.9796,10.1,江西省
201308,704.5674,19.5,477.5932,13.9,江西省
201309,829.0451,18.1,562.7991,11.4,江西省
201310,929.8973,18.6,632.5373,12.4,江西省
201311,1060.2646,21.1,720.5037,15.9,江西省
201312,1174.5768,21.1,795.3764,16.2,江西省
201401,0.0,0.0,0.0,0.0,江西省
201402,149.1596,14.4,106.1314,17.6,江西省
201403,244.9213,12.8,176.9959,17.5,江西省
201404,338.3833,13.2,242.299,16.7,江西省
201405,430.1754,6.4,309.6949,11.9,江西省
201406,558.5585,10.6,402.5126,17.2,江西省
201407,677.3644,13.5,489.9622,21.3,江西省
201408,803.5809,14.1,582.042,21.9,江西省
201409,951.6343,14.8,687.6591,22.2,江西省
201410,1067.2084,14.8,775.2368,22.6,江西省
201411,1199.2895,13.1,877.0217,21.7,江西省
201412,1322.4909,12.6,971.9227,22.2,江西省
201501,0.0,0.0,0.0,0.0,江西省
201502,166.4562,11.6,119.466,12.6,江西省
201503,273.1064,11.5,201.6164,13.9,江西省
201504,377.4364,11.5,276.9309,14.3,江西省
201505,486.4091,13.1,360.65,16.5,江西省
201506,641.0638,14.8,469.0827,16.5,江西省
201507,768.7783,13.5,561.9929,14.7,江西省
201508,920.6261,14.6,669.8608,15.1,江西省
201509,1089.7867,14.5,796.2062,15.8,江西省
201510,1228.1044,15.1,894.1954,15.3,江西省
201511,1380.5286,15.1,1008.7938,15.0,江西省
201512,1520.0985,14.9,1113.0924,14.5,江西省
201601,0.0,0.0,0.0,0.0,江西省
201602,189.6595,13.9,134.1014,12.3,江西省
201603,312.3605,14.4,221.0211,9.6,江西省
201604,440.4727,16.7,310.7966,12.2,江西省
201605,596.672,22.7,422.9625,17.3,江西省
201606,768.297,19.8,542.4094,15.6,江西省
201607,919.4133,19.6,642.6689,14.4,江西省
201608,1091.3686,18.5,765.0087,14.2,江西省
201609,1282.6508,17.6999999999999,904.6191,13.6,江西省
201610,1437.482,17.0,1017.8741,13.8,江西省
201611,1605.2329,16.3,1135.6726,12.6,江西省
201612,1770.9442,16.5,1247.5828,12.1,江西省
201701,0.0,0.0,0.0,0.0,江西省
201702,217.0443,14.4,148.9202,11.1,江西省
201703,386.5891,23.8,270.207,22.3,江西省
201704,530.7824,20.5,365.1331,17.5,江西省
201705,706.4144,18.4,485.2824,14.7,江西省
201706,906.4087,18.0,619.0372,14.1,江西省
201707,1083.5809,17.9,736.942,14.7,江西省
201708,1265.7263,16.0,863.1016,12.8,江西省
201709,1479.967,15.4,1016.6207,12.4,江西省
201710,1660.0218,15.5,1145.1942,12.5,江西省
201711,1839.7913,14.6,1271.3508,11.9,江西省
201712,2013.9823,13.7,1391.7925,11.6,江西省
201801,0.0,0.0,0.0,0.0,江西省
201802,226.9471,4.6,154.4256,3.7,江西省
201803,405.4974,4.9,284.7807,5.4,江西省
201804,569.8703,7.4,403.4688,10.5,江西省
201805,750.0631,6.2,538.4885,11.0,江西省
201806,973.0121,7.3,707.017,14.2,江西省
201807,1173.1141,8.3,844.6056,14.6,江西省
201808,1378.7684,8.9,994.0899,15.2,江西省
201809,1620.7265,9.5,1180.8363,16.2,江西省
201810,1818.3909,9.5,1332.1459,16.3,江西省
201811,2019.5297,9.8,1478.4536,16.3,江西省
201812,2174.9319,8.0,1590.6432,14.3,江西省
200801,0.0,0.0,0.0,0.0,山东省
200802,126.6872,37.9,93.4679,31.3,山东省
200803,306.0148,43.8,231.2583,44.7,山东省
200804,454.6655,41.9,355.7844,47.1,山东省
200805,609.6641,37.3,480.5493,41.4,山东省
200806,845.0239,30.2,671.6955,35.6,山东省
200807,1033.5171,30.6,818.9429,33.9,山东省
200808,1230.5296,31.9,973.1499,34.9,山东省
200809,1399.7492,29.5,1109.5584,32.6,山东省
200810,1541.8356,29.5,1223.9215,32.1,山东省
200811,1688.92,30.3,1339.76,32.4,山东省
200812,1975.6034,29.9,1562.133,31.2,山东省
200901,0.0,0.0,0.0,0.0,山东省
200902,139.21,9.9,96.41,3.1,山东省
200903,344.5612,12.6,247.3386,7.0,山东省
200904,509.92,12.2,371.47,4.4,山东省
200905,731.7881,20.0,538.6488,12.1,山东省
200906,1041.86,23.3,783.09,16.6,山东省
200907,1273.2878,23.2,964.8278,17.8,山东省
200908,1506.97,22.5,1142.07,17.4,山东省
200909,1768.9632,26.4,1350.539,21.7,山东省
200910,1974.3981,28.1,1510.5781,23.4,山东省
200911,2186.27,29.4,1671.13,24.7,山东省
200912,2428.7324,19.1,1860.3539,16.3,山东省
201001,0.0,0.0,0.0,0.0,山东省
201002,184.1839,32.3,133.2662,38.2,山东省
201003,461.7051,34.0,334.4959,35.2,山东省
201004,688.608,35.0,511.0427,37.6,山东省
201005,988.14,35.0,745.36,38.4,山东省
201006,1415.44,35.9,1081.29,38.1,山东省
201007,1722.4764,35.3,1316.8429,36.5,山东省
201008,2043.02,35.6,1560.4,36.6,山东省
201009,2374.6805,34.2,1812.1531,34.2,山东省
201010,2649.0418,34.2,2022.6306,33.9,山东省
201011,2903.7987,32.8,2237.3266,33.9,山东省
201012,3251.7778,33.9,2513.4035,35.1,山东省
201101,0.0,0.0,0.0,0.0,山东省
201102,258.0255,40.1,199.1107,49.4,山东省
201103,633.2485,37.2,481.0234,43.8,山东省
201104,945.0496,37.2,723.7914,41.6,山东省
201105,1339.3333,35.5,1028.7187,38.0,山东省
201106,1852.8256,30.9,1426.7372,31.9,山东省
201107,2237.736,29.9,1729.8547,31.4,山东省
201108,2595.4476,27.0,2010.8753,28.9,山东省
201109,2981.8407,25.6,2328.171,28.5,山东省
201110,3335.1352,25.9,2599.8421,28.5,山东省
201111,3698.0979,27.4,2885.5143,29.0,山东省
201112,4108.0778,26.4,3202.0378,27.5,山东省
201201,0.0,0.0,0.0,0.0,山东省
201202,335.1767,29.9,241.5072,21.3,山东省
201203,745.0567,17.7,544.1408,13.1,山东省
201204,1068.767,13.1,783.9412,8.3,山东省
201205,1492.7733,11.5,1091.1668,6.1,山东省
201206,2039.8375,10.1,1492.1142,4.6,山东省
201207,2467.3382,10.3,1822.2251,5.3,山东省
201208,2922.1273,12.6,2157.1285,7.3,山东省
201209,3374.3271,13.2,2492.1336,7.0,山东省
201210,3788.5937,13.6,2805.1262,7.9,山东省
201211,4251.4106,15.0,3134.6444,8.6,山东省
201212,4708.3068,14.6,3473.2267,8.6,山东省
201301,0.0,0.0,0.0,0.0,山东省
201302,402.9231,20.2,292.2187,21.0,山东省
201303,857.9973,15.2,625.9945,15.0,山东省
201304,1254.8854,17.4,911.7191,16.3,山东省
201305,1724.1125,15.5,1255.3043,15.0,山东省
201306,2327.68,14.1,1692.8903,13.5,山东省
201307,2814.829,14.1,2047.2897,12.4,山东省
201308,3297.697,12.9,2411.9601,11.8,山东省
201309,3838.6911,13.8,2810.0893,12.8,山东省
201310,4318.6857,14.0,3165.8381,12.9,山东省
201311,4864.3749,14.4,3555.9607,13.4,山东省
201312,5444.5312,15.6,3976.6293,14.5,山东省
201401,0.0,0.0,0.0,0.0,山东省
201402,483.293,19.9,343.1506,17.4,山东省
201403,981.948,14.4,697.9697,11.5,山东省
201404,1452.5033,15.7,1038.1949,13.9,山东省
201405,1995.0531,15.7,1431.0656,14.0,山东省
201406,2611.4995,12.2,1875.2787,10.8,山东省
201407,3131.5292,11.3,2242.7652,9.5,山东省
201408,3608.5935,9.4,2576.5321,6.8,山东省
201409,4155.7788,8.3,2963.8532,5.5,山东省
201410,4660.3459,7.9,3320.7381,4.9,山东省
201411,5238.9028,7.7,3748.9695,5.4,山东省
201412,5817.9538,6.9,4184.3316,5.2,山东省
201501,0.0,0.0,0.0,0.0,山东省
201502,498.4137,3.1,362.3983,5.6,山东省
201503,990.258,0.8,726.6566,4.1,山东省
201504,1461.4088,0.6,1063.3629,2.4,山东省
201505,2004.0368,0.5,1469.2269,2.7,山东省
201506,2654.1094,1.6,1958.0046,4.4,山东省
201507,3194.5291,2.0,2356.362,5.1,山东省
201508,3715.745,3.0,2755.1402,6.9,山东省
201509,4246.6624,2.2,3161.1155,6.7,山东省
201510,4737.1785,1.6,3515.8984,5.9,山东省
201511,5300.8363,1.2,3941.1282,5.1,山东省
201512,5892.1606,1.3,4399.4427,5.1,山东省
201601,0.0,0.0,0.0,0.0,山东省
201602,527.0735,5.8,387.8942,7.0,山东省
201603,1059.3349,7.0,770.8641,6.1,山东省
201604,1601.0519,9.6,1186.8783,11.6,山东省
201605,2176.8286,8.6,1605.2539,9.3,山东省
201606,2904.1004,9.4,2109.7551,7.8,山东省
201607,3449.9313,8.0,2515.2256,6.7,山东省
201608,3970.2915,6.9,2902.802,5.4,山东省
201609,4582.50439999999,7.9,3368.3841,6.6,山东省
201610,5129.6611,8.3,3790.7263,7.8,山东省
201611,5698.7576,7.5,4218.3806,7.0,山东省
201612,6323.3819,7.3,4690.2164,6.6,山东省
201701,0.0,0.0,0.0,0.0,山东省
201702,573.1513,8.7,424.9158,9.5,山东省
201703,1159.6018,9.5,847.3102,9.9,山东省
201704,1751.4015,9.4,1269.7362,7.0,山东省
201705,2385.7123,9.6,1737.7713,8.3,山东省
201706,3197.5497,10.1,2343.278,11.1,山东省
201707,3789.4361,9.8,2790.4428,10.9,山东省
201708,4347.2921,9.5,3205.0084,10.4,山东省
201709,4985.2776,8.8,3683.2032,9.3,山东省
201710,5570.354,8.6,4112.2503,8.5,山东省
201711,6122.9945,7.4,4538.7011,7.6,山东省
201712,6637.2455,5.0,4929.531,5.1,山东省
201801,0.0,0.0,0.0,0.0,山东省
201802,614.9979,7.3,453.4772,6.7,山东省
201803,1287.0028,11.0,964.8972,13.9,山东省
201804,1933.8147,10.4,1454.2526,14.5,山东省
201805,2641.1319,10.7,1984.0077,14.2,山东省
201806,3550.3143,11.0,2660.8145,13.6,山东省
201807,4243.9028,12.0,3188.2454,14.3,山东省
201808,4888.0392,12.4,3687.7197,15.1,山东省
201809,5590.8347,12.1,4218.1301,14.5,山东省
201810,6250.4568,12.2,4727.2936,15.0,山东省
201811,6921.8942,13.0,5242.3265,15.5,山东省
201812,7552.9666,13.8,5717.5198,16.0,山东省
200801,0.0,0.0,0.0,0.0,河南省
200802,69.6122,50.5,52.7779,56.2,河南省
200803,165.9547,50.8,128.5304,59.1,河南省
200804,271.2802,49.5,210.2063,57.3,河南省
200805,378.4521,49.6,296.8933,57.4,河南省
200806,501.2308,48.7,396.6252,57.0,河南省
200807,611.2622,49.4,479.1096,54.8,河南省
200808,713.689,48.7,558.3714,52.9,河南省
200809,836.3475,48.4,662.5681,53.2,河南省
200810,929.5189,46.5,743.597,51.3,河南省
200811,1038.78,43.1,831.37,48.6,河南省
200812,1185.6364,41.6,946.161,48.1,河南省
200901,0.0,0.0,0.0,0.0,河南省
200902,74.3,6.7,61.74,17.0,河南省
200903,185.9503,12.0,144.3122,12.3,河南省
200904,304.05,12.1,235.19,11.9,河南省
200905,423.7962,12.0,335.374,13.0,河南省
200906,587.85,17.3,467.01,17.7,河南省
200907,727.0767,18.9,579.4378,20.9,河南省
200908,866.48,21.4,695.88,24.6,河南省
200909,1038.5889,24.2,835.7123,26.1,河南省
200910,1172.476,26.1,943.5647,26.9,河南省
200911,1344.87,29.5,1084.94,30.5,河南省
200912,1553.7595,28.8,1235.2117,27.2,河南省
201001,0.0,0.0,0.0,0.0,河南省
201002,98.5892,32.7,76.6962,24.2,河南省
201003,246.7464,32.7,198.8914,37.8,河南省
201004,409.6549,34.7,326.8074,39.0,河南省
201005,576.17,36.0,455.12,35.7,河南省
201006,807.89,37.4,634.86,35.9,河南省
201007,996.8404,37.1,781.5516,34.9,河南省
201008,1180.26,36.2,930.26,33.7,河南省
201009,1398.3691,34.6,1111.4524,33.0,河南省
201010,1585.4664,35.2,1253.9883,32.9,河南省
201011,1826.772,35.8,1457.4912,34.3,河南省
201012,2114.0841,36.1,1685.2102,36.4,河南省
201101,0.0,0.0,0.0,0.0,河南省
201102,134.9322,36.9,107.2138,39.8,河南省
201103,334.9482,35.7,248.2642,24.8,河南省
201104,556.6511,35.9,410.8196,25.7,河南省
201105,781.8556,35.7,582.0298,27.9,河南省
201106,1100.1542,36.2,826.8919,30.2,河南省
201107,1327.5669,33.2,1004.5891,28.5,河南省
201108,1561.8575,32.3,1193.3253,28.3,河南省
201109,1847.0281,32.1,1423.5458,28.1,河南省
201110,2055.5212,29.6,1591.6933,26.9,河南省
201111,2335.5289,27.9,1802.3285,23.7,河南省
201112,2620.0097,23.9,2022.056,20.0,河南省
201201,0.0,0.0,0.0,0.0,河南省
201202,167.9439,24.5,125.9388,17.5,河南省
201203,417.3573,24.6,299.3141,20.6,河南省
201204,689.2553,23.8,495.9397,20.7,河南省
201205,942.9962,20.6,669.032,14.9,河南省
201206,1271.8374,15.6,911.8471,10.3,河南省
201207,1529.7639,15.2,1100.0779,9.5,河南省
201208,1811.0181,16.0,1297.8412,8.8,河南省
201209,2100.0748,13.7,1512.783,6.3,河南省
201210,2359.9119,14.8,1711.2683,7.5,河南省
201211,2696.1485,15.4,1947.9563,8.1,河南省
201212,3035.2884,15.6,2203.0619,9.0,河南省
201301,0.0,0.0,0.0,0.0,河南省
201302,219.5908,30.8,157.0353,24.7,河南省
201303,520.3831,24.7,378.4792,26.4,河南省
201304,836.6815,21.4,608.7049,22.7,河南省
201305,1180.1042,25.1,865.2698,29.3,河南省
201306,1597.936,25.6,1170.497,28.4,河南省
201307,1910.7346,24.9,1395.0095,26.8,河南省
201308,2225.1584,22.9,1624.271,25.2,河南省
