月份,房地产施工面积_累计值,房地产施工面积_累计增长,房地产新开工施工面积_累计值,房地产新开工施工面积_累计增长,房地产竣工面积_累计值,房地产竣工面积_累计增长,地区
201806,23479.3843,-10.9,3655.4309,-15.9,923.1689,-20.6,河北省
201807,24504.0765,-10.0,4679.739,-9.9,1099.4371,-15.2,河北省
201808,25341.5712,-9.4,5517.2337,-7.2,1204.3244,-12.3,河北省
201809,26293.5195,-8.6,6469.182,-3.9,1444.0915,-13.4,河北省
201810,27096.705,-7.9,7241.3746,-2.1,1607.9057,-16.5,河北省
201811,27540.4086,-7.8,7684.0572,-2.3,1859.3087,-23.3,河北省
201812,28172.0613,-7.1,8390.0714,-0.3,2390.4077,-30.0,河北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200802,599.26,37.0,57.05,235.4,23.85,0.0,山西省
200803,1435.18,12.1,202.63,27.3,84.46,167.7,山西省
200804,1910.94,11.5,352.21,41.1,131.3,119.7,山西省
200805,2308.93,10.3,494.18,27.8,163.32,67.5,山西省
200806,2595.31,11.2,657.02,29.8,219.74,50.4,山西省
200807,2735.0,8.4,732.88,22.8,291.07,67.5,山西省
200808,2889.24,10.0,856.38,24.3,331.37,47.0,山西省
200809,2995.38,6.9,920.89,15.2,397.15,55.8,山西省
200810,3108.62,6.4,1044.12,15.3,429.46,58.0,山西省
200811,3241.98,7.8,1120.87,16.0,474.05,42.4,山西省
200812,3891.04,15.0,1418.47,15.5,882.79,10.8,山西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200902,445.05,-25.7,62.49,9.5,12.55,-47.4,山西省
200903,1894.67,32.0,338.3,67.0,82.69,-2.1,山西省
200904,2629.99,37.6,473.7,34.5,132.3,0.8,山西省
200905,3189.84,38.2,717.49,45.2,159.19,-2.5,山西省
200906,3839.0,47.9,1088.98,65.7,188.87,-14.0,山西省
200907,4193.53,53.3,1425.67,94.5,253.54,-12.9,山西省
200908,4518.14,56.4,1664.83,94.4,283.68,-14.4,山西省
200909,4723.61,57.7,1799.11,95.4,320.42,-19.3,山西省
200910,4953.84,59.4,1988.25,90.4,363.84,-15.3,山西省
200911,5114.32,57.8,2135.89,90.6,425.42,-10.3,山西省
200912,5491.42,41.0,2396.39,69.4,793.28,-13.8,山西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201002,2902.41,94.6,50.22,-19.6,16.96,35.1,山西省
201003,4502.24,137.6,370.65,9.6,94.25,14.0,山西省
201004,4934.07,87.6,548.7,15.8,158.61,19.9,山西省
201005,5213.49,63.4,823.93,14.8,205.06,28.8,山西省
201006,5648.25,47.1,1106.27,1.6,282.8,49.7,山西省
201007,5983.71,42.7,1325.59,-7.0,340.44,34.3,山西省
201008,6479.5,43.4,1773.1,6.5,400.45,41.2,山西省
201009,6666.01,41.1,1966.85,9.3,419.34,30.9,山西省
201010,6903.977,39.4,2157.1432,8.5,472.8228,30.0,山西省
201011,7229.9774,41.4,2461.5248,15.2,563.2986,32.4,山西省
201012,7616.3524,38.8,2759.0204,12.9,1089.718,26.5,山西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201102,5482.5376,88.9,66.7702,32.9,50.2976,196.6,山西省
201103,5777.8061,28.3,356.2575,-3.9,105.4312,11.9,山西省
201104,6255.8957,26.8,566.6929,3.3,134.4971,-15.2,山西省
201105,6700.4021,28.5,846.5851,2.7,172.4573,-15.9,山西省
201106,7479.899,32.4,1455.5516,31.6,211.1835,-25.3,山西省
201107,7867.8313,31.5,1706.3237,28.7,272.3401,-20.0,山西省
201108,8209.4786,26.7,1960.7494,10.6,370.627,-7.4,山西省
201109,8433.2797,26.5,2127.7434,8.2,676.4604,61.3,山西省
201110,8723.2477,26.4,2392.7014,10.9,885.9403,87.4,山西省
201111,8872.624,22.7,2476.2293,0.6,1218.4402,116.3,山西省
201112,9325.63,22.7,2838.2969,2.0,2084.203,73.1,山西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201202,7198.5903,31.3,118.616,77.6,53.3652,6.1,山西省
201203,7498.7467,29.8,470.4748,32.1,186.3159,76.7,山西省
201204,8041.7495,28.5,824.2892,45.5,253.808,88.7,山西省
201205,8489.2672,26.7,1214.4972,43.5,371.503,115.4,山西省
201206,9257.5254,23.8,1956.4211,34.4,502.2498,137.8,山西省
201207,9721.6798,23.6,2354.33,38.0,579.3626,112.7,山西省
201208,10175.4142,23.9,2820.9348,43.9,663.1255,78.9,山西省
201209,10581.7625,25.5,3147.2767,47.9,822.5292,21.6,山西省
201210,10919.4809,25.2,3463.6408,44.8,892.8559,0.8,山西省
201211,11208.995,26.3,3710.6181,49.8,1053.5786,-13.5,山西省
201212,11714.2849,25.9,4166.3385,46.2,1732.9943,-17.9,山西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201302,9901.9553,37.6,98.3554,-17.1,73.0579,36.9,山西省
201303,10230.0173,36.4,385.8125,-18.0,224.5271,20.5,山西省
201304,10530.6726,31.0,655.5507,-20.5,293.7658,15.7,山西省
201305,11077.9943,30.5,1092.9435,-10.0,373.6854,0.6,山西省
201306,11597.415,25.3,1499.9691,-23.3,508.1735,1.2,山西省
201307,12027.5905,23.7,1850.1841,-21.4,633.9066,9.4,山西省
201308,12378.129,21.6,2155.0804,-23.6,682.5192,2.9,山西省
201309,12906.0441,22.0,2628.0797,-16.5,793.8223,-3.5,山西省
201310,13190.0575,20.8,2871.0071,-17.1,878.3902,-1.6,山西省
201311,13658.0226,21.8,3300.2164,-11.1,1198.4195,13.7,山西省
201312,14040.0463,19.9,3673.3362,-11.8,2284.8204,31.8,山西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201402,10893.4603,10.0,46.9374,-52.3,89.9415,23.1,山西省
201403,11264.1722,10.1,249.8023,-35.3,183.5711,-18.2,山西省
201404,11407.1652,8.3,369.7755,-43.6,273.3067,-7.0,山西省
201405,11811.808,6.6,756.7057,-30.8,492.9705,31.9,山西省
201406,12238.4184,5.5,1117.624,-25.5,664.1364,30.7,山西省
201407,13049.5653,8.5,1894.8196,2.4,723.7416,14.2,山西省
201408,13611.4393,10.0,2341.6543,8.7,747.6967,9.5,山西省
201409,14159.9171,9.7,2864.2974,9.0,801.7772,1.0,山西省
201410,14604.058,10.7,3186.8408,11.0,1022.0243,16.4,山西省
201411,14998.5292,9.8,3516.4091,6.6,1315.415,9.8,山西省
201412,15476.8857,10.2,3887.5081,5.8,2182.4825,-4.5,山西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201502,11480.6442,5.4,84.5712,80.2,51.2487,-43.0,山西省
201503,11769.1317,4.5,240.1875,-3.8,192.1195,4.7,山西省
201504,11960.1933,4.8,472.7137,27.8,276.9803,1.3,山西省
201505,12408.7347,5.1,857.6891,13.3,373.2181,-24.3,山西省
201506,13088.6967,6.9,1352.7869,21.0,506.1069,-23.8,山西省
201507,13501.2854,3.5,1693.0149,-10.7,586.0992,-19.0,山西省
201508,13938.6274,2.4,2180.096,-6.9,645.4962,-13.7,山西省
201509,14647.1242,3.4,2691.0866,-6.0,805.2191,0.4,山西省
201510,14945.3083,2.3,2951.1453,-7.4,1066.3176,4.3,山西省
201511,15405.4449,2.7,3447.1684,-2.0,1332.1828,1.3,山西省
201512,15734.4838,1.7,3700.6361,-4.8,2114.487,-3.1,山西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201602,13300.1745,15.8,148.84,76.0,115.2391,124.9,山西省
201603,13564.6231,15.3,392.6232,63.5,349.0504,81.7,山西省
201604,13892.0882,16.2,719.8539,52.3,521.0499,88.1,山西省
201605,14341.4169,15.6,1072.5914,25.1,715.283,91.7,山西省
201606,14849.9708,13.5,1572.3094,16.2,836.5657,65.3,山西省
201607,15583.3859,15.4,2287.017,35.1,965.49,64.7,山西省
201608,15856.9005,13.8,2554.3158,17.2,1024.7719,58.8,山西省
201609,16183.0805,10.5,2874.3886,6.8,1155.621,43.5,山西省
201610,16504.8802,10.4,3196.0503,8.3,1267.495,18.9,山西省
201611,16790.8386,9.0,3476.365,0.8,1697.8729,27.5,山西省
201612,17069.2512,8.5,3854.7826,4.2,2683.5885,26.9,山西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201702,13387.1194,0.7,95.7392,-35.7,172.2664,49.5,山西省
201703,13583.978,0.1,292.7435,-25.4,213.2966,-38.9,山西省
201704,13855.3591,-0.3,520.7565,-27.7,320.6709,-38.5,山西省
201705,14258.0305,-0.6,902.3988,-15.9,376.5548,-47.4,山西省
201706,14826.3425,-0.2,1447.2001,-8.0,490.9638,-41.3,山西省
201707,15236.8774,-2.2,1858.668,-18.7,673.516,-30.2,山西省
201708,15540.5352,-2.0,2173.0517,-14.9,764.8687,-25.4,山西省
201709,15890.9964,-1.8,2514.4606,-12.5,899.5954,-22.2,山西省
201710,16107.2803,-2.4,2716.7416,-15.0,1129.3715,-10.9,山西省
201711,16322.8041,-2.8,2933.609,-15.6,1302.48,-23.3,山西省
201712,16473.3982,-3.5,3305.8426,-14.2,1969.9186,-26.6,山西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201802,13137.2408,-1.9,101.4997,6.0,85.5183,-50.4,山西省
201803,13454.822,-1.0,419.9729,43.5,145.0538,-32.0,山西省
201804,13841.7699,-0.1,797.7331,53.2,197.4727,-38.4,山西省
201805,14444.6996,1.3,1381.5346,53.1,241.5792,-35.8,山西省
201806,15139.7146,2.1,2066.6078,42.8,334.2039,-31.9,山西省
201807,15545.2866,2.0,2435.3761,31.0,387.6312,-42.4,山西省
201808,15764.9483,1.4,2651.4027,22.0,463.0161,-39.5,山西省
201809,16100.0475,1.3,2986.5019,18.8,563.4087,-37.4,山西省
201810,16391.017,1.8,3264.2645,20.2,771.4417,-31.7,山西省
201811,16709.2398,2.4,3528.3626,20.3,997.2439,-23.4,山西省
201812,16949.5583,2.9,3872.546,17.1,1407.9469,-28.5,山西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200802,19.5,-25.0,3.0,-82.4,0.0,0.0,内蒙古自治区
200803,642.31,57.0,242.15,138.8,31.03,0.0,内蒙古自治区
200804,2390.14,54.6,694.39,39.6,88.05,114.1,内蒙古自治区
200805,3833.54,45.3,1346.37,27.7,158.17,12.5,内蒙古自治区
200806,5006.39,50.0,2152.44,35.3,263.47,46.4,内蒙古自治区
200807,5411.38,43.6,2497.69,27.7,372.57,94.5,内蒙古自治区
200808,5886.85,37.9,2936.18,22.2,476.5,87.7,内蒙古自治区
200809,6213.99,34.8,3200.48,17.4,640.08,61.8,内蒙古自治区
200810,6490.36,32.0,3431.41,14.7,771.58,37.3,内蒙古自治区
200811,6659.72,32.8,3585.69,16.0,993.73,8.0,内蒙古自治区
200812,6889.13,30.7,3709.15,12.2,1694.07,-7.6,内蒙古自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200902,5195.06,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200903,900.36,40.2,124.04,-48.8,7.5,-75.8,内蒙古自治区
200904,2559.3,7.1,726.25,4.6,79.48,-9.7,内蒙古自治区
200905,4127.57,7.7,1236.24,-8.2,158.48,0.2,内蒙古自治区
200906,5703.59,13.9,2077.48,-3.5,270.98,2.9,内蒙古自治区
200907,6344.25,17.2,2404.53,-3.7,424.04,13.8,内蒙古自治区
200908,7103.92,20.7,3071.84,4.6,493.74,3.6,内蒙古自治区
200909,7510.86,20.9,3375.24,5.5,651.17,1.7,内蒙古自治区
200910,7893.66,21.6,3622.93,5.6,911.86,18.2,内蒙古自治区
200911,8092.6,21.5,3960.63,10.5,1515.72,52.5,内蒙古自治区
200912,8234.48,16.0,4207.37,9.8,2237.32,12.9,内蒙古自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201002,82.18,26.3,0.0,0.0,0.0,0.0,内蒙古自治区
201003,1584.58,76.0,338.44,172.9,62.0,0.0,内蒙古自治区
201004,3654.46,42.8,1132.74,56.0,184.29,131.9,内蒙古自治区
201005,5865.31,42.1,2928.6,136.9,292.3,84.4,内蒙古自治区
201006,7310.7,28.2,4017.8,93.4,438.14,61.7,内蒙古自治区
201007,8403.05,32.5,3900.0,62.2,524.31,23.6,内蒙古自治区
201008,9353.84,31.7,4681.07,52.4,613.98,24.4,内蒙古自治区
201009,10253.03,36.5,5460.61,61.8,832.34,27.8,内蒙古自治区
201010,10870.9515,37.7,5883.086,62.4,1122.0283,23.0,内蒙古自治区
201011,11274.6923,39.3,6216.4794,57.0,1586.5933,4.7,内蒙古自治区
201012,11517.7822,39.0,6289.6027,43.3,2192.0109,-5.3,内蒙古自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201102,168.3936,104.9,0.0,0.0,0.0,0.0,内蒙古自治区
201103,2294.227,44.8,309.897,-8.4,80.1955,29.4,内蒙古自治区
201104,5860.5449,60.4,1344.0044,18.7,156.1061,-15.3,内蒙古自治区
201105,8571.347,46.1,2665.572,-9.0,280.4595,-4.0,内蒙古自治区
201106,11026.0854,50.8,4240.2147,5.5,531.9342,21.4,内蒙古自治区
201107,12534.4989,49.2,5479.4654,40.5,716.5576,36.7,内蒙古自治区
201108,13655.8977,46.0,6469.4233,38.2,845.4315,37.7,内蒙古自治区
201109,15168.392,47.9,7777.4139,42.4,1120.0086,34.6,内蒙古自治区
201110,16273.3203,49.7,8485.3241,44.2,1527.2182,36.1,内蒙古自治区
201111,16382.7279,45.3,8565.506,37.8,2070.4842,30.5,内蒙古自治区
201112,16378.1038,42.0,8537.9113,36.2,2453.1121,6.8,内蒙古自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201202,10250.6081,0.0,51.3925,0.0,10.4402,0.0,内蒙古自治区
201203,10132.5551,341.7,517.7,67.1,76.6868,-4.4,内蒙古自治区
201204,9882.6859,68.6,1120.6273,-16.6,223.9235,43.4,内蒙古自治区
201205,11958.5687,39.5,1894.9314,-28.9,400.05,42.6,内蒙古自治区
201206,13125.0663,19.0,2623.1825,-38.1,562.2532,5.7,内蒙古自治区
201207,13937.6592,11.2,3293.2174,-39.9,685.6535,-4.3,内蒙古自治区
201208,15264.6359,11.8,4555.6013,-29.6,882.9824,4.4,内蒙古自治区
201209,15630.6164,3.0,4850.1703,-37.6,976.2699,-12.8,内蒙古自治区
201210,15918.2067,-2.2,5139.661,-39.4,1360.9659,-10.9,内蒙古自治区
201211,16122.9408,-1.6,5320.312,-37.9,1641.0033,-20.7,内蒙古自治区
201212,16507.3986,3.9,5423.4249,-34.2,2449.13,-2.8,内蒙古自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201302,12169.3968,18.7,54.3022,5.7,24.2948,132.7,内蒙古自治区
201303,12518.5486,23.5,351.9679,-32.0,54.1985,-29.3,内蒙古自治区
201304,13724.0972,38.9,899.9565,-19.7,216.133,-3.5,内蒙古自治区
201305,14759.8385,23.4,1760.5167,-7.1,383.1423,-4.2,内蒙古自治区
201306,15834.2846,20.6,2650.2605,1.0,563.0839,0.1,内蒙古自治区
201307,16444.013,18.0,3159.3681,-4.1,713.5405,4.1,内蒙古自治区
201308,17131.7982,12.2,3688.1807,-19.0,917.4386,3.9,内蒙古自治区
201309,17719.7216,13.4,4249.9918,-12.4,1177.6614,20.6,内蒙古自治区
201310,18196.4886,14.3,4647.567,-9.6,1565.0598,15.0,内蒙古自治区
201311,18710.3366,16.0,5024.5876,-5.6,2060.2074,25.5,内蒙古自治区
201312,18624.3206,12.8,5042.8081,-7.0,2638.243,7.7,内蒙古自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201402,14024.5522,15.2,7.8393,-85.6,35.3643,45.6,内蒙古自治区
201403,14359.7426,14.7,167.1803,-52.5,96.5333,78.1,内蒙古自治区
201404,15079.5092,9.9,361.1483,-59.9,176.6742,-18.3,内蒙古自治区
201405,15515.655,5.1,678.2191,-61.5,302.309,-21.1,内蒙古自治区
201406,16107.766,1.7,1048.4584,-60.4,510.8545,-9.3,内蒙古自治区
201407,16587.6362,0.9,1504.9258,-52.4,676.4334,-5.2,内蒙古自治区
201408,17296.2986,1.0,1958.3165,-46.9,798.2995,-13.0,内蒙古自治区
201409,17582.2875,-0.8,2276.3774,-46.4,1054.055,-10.5,内蒙古自治区
201410,18072.6229,-0.7,2730.5033,-41.2,1388.6182,-11.3,内蒙古自治区
201411,18590.5657,-0.6,3106.818,-38.2,1732.2625,-15.9,内蒙古自治区
201412,18474.1712,-0.8,3113.9981,-38.2,2012.084,-23.7,内蒙古自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201502,14352.608,2.3,9.2495,18.0,52.039,47.2,内蒙古自治区
201503,14474.8694,0.8,159.9348,-4.3,99.4898,3.1,内蒙古自治区
201504,14807.6183,-1.8,386.043,6.9,133.9766,-24.2,内蒙古自治区
201505,15071.3933,-2.9,482.7268,-28.8,303.1951,0.3,内蒙古自治区
201506,15978.1625,-0.8,1099.8911,4.9,457.2699,-10.5,内蒙古自治区
201507,16392.7277,-1.2,1473.7916,-2.1,532.6775,-21.3,内蒙古自治区
201508,16613.2667,-3.9,1709.8568,-12.7,627.3371,-21.4,内蒙古自治区
201509,17053.4533,-3.0,2053.4289,-9.8,882.7056,-16.3,内蒙古自治区
201510,17384.181,-3.8,2262.1679,-17.2,1171.3405,-15.6,内蒙古自治区
201511,17611.9416,-5.3,2313.6819,-25.5,1426.7904,-17.6,内蒙古自治区
201512,17641.2842,-4.5,2341.6651,-24.8,1697.1617,-15.7,内蒙古自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201602,14744.049,2.7,21.3134,130.4,58.5666,12.5,内蒙古自治区
201603,14524.4308,0.3,72.9261,-54.4,109.3178,9.9,内蒙古自治区
201604,14761.879,-0.3,310.3743,-19.6,157.6662,17.7,内蒙古自治区
201605,15153.3984,0.5,694.254,43.8,228.3248,-24.7,内蒙古自治区
201606,15642.8477,-2.1,1169.6722,6.3,450.7641,-1.4,内蒙古自治区
201607,16048.3272,-2.1,1575.1517,6.9,529.6091,-0.6,内蒙古自治区
201608,16240.1158,-2.2,1763.1178,3.1,651.4201,3.8,内蒙古自治区
201609,16513.5836,-3.2,2031.8776,-1.0,733.0791,-17.0,内蒙古自治区
201610,16757.3698,-3.6,2255.0978,-0.3,1095.8937,-6.4,内蒙古自治区
201611,16896.7818,-4.1,2394.5098,3.5,1322.3605,-7.3,内蒙古自治区
201612,16906.2835,-4.2,2563.7022,9.5,1664.0162,-2.0,内蒙古自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201702,14162.364,-3.9,26.5873,24.7,76.6767,30.9,内蒙古自治区
201703,14264.051,-1.8,87.7139,20.3,162.9205,49.0,内蒙古自治区
201704,14414.1476,-2.4,321.2152,3.5,237.4363,50.6,内蒙古自治区
201705,14725.2487,-2.8,632.3163,-8.9,316.9519,38.8,内蒙古自治区
201706,15172.0548,-3.0,1085.1226,-7.2,548.2386,21.6,内蒙古自治区
201707,15589.7366,-2.9,1474.3415,-6.4,679.9049,28.4,内蒙古自治区
201708,15797.0094,-2.7,1654.0165,-6.2,868.5456,33.3,内蒙古自治区
201709,16180.9903,-2.0,1993.2133,-1.9,1012.0717,38.1,内蒙古自治区
201710,16433.2458,-1.9,2231.9787,-1.0,1270.8841,16.0,内蒙古自治区
201711,16572.0985,-1.9,2373.6896,-0.9,1537.1429,16.2,内蒙古自治区
201712,15815.4096,-6.5,2359.7011,-8.0,1714.2379,3.0,内蒙古自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201802,12645.8854,-10.7,19.5448,-26.5,36.2479,-52.7,内蒙古自治区
201803,12299.7655,-13.8,69.3203,-21.0,202.2063,24.1,内蒙古自治区
201804,12499.6078,-13.3,241.0005,-25.0,338.6204,42.6,内蒙古自治区
201805,12756.4351,-13.4,508.8602,-19.5,393.0833,24.0,内蒙古自治区
201806,13478.7676,-11.2,1166.1004,7.5,648.6747,18.3,内蒙古自治区
201807,14098.9,-9.6,1727.0305,17.1,764.8406,12.5,内蒙古自治区
201808,14446.7542,-8.5,2042.3768,23.5,841.5601,-3.1,内蒙古自治区
201809,14976.2416,-7.4,2565.8124,28.7,973.418,-3.8,内蒙古自治区
201810,15267.8932,-7.1,2839.6875,27.2,1094.614,-13.9,内蒙古自治区
201811,15424.1628,-6.9,2977.4419,25.4,1188.6308,-22.7,内蒙古自治区
201812,15053.7132,-4.8,3024.3058,28.2,1415.7213,-17.4,内蒙古自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200802,1665.95,73.2,80.3,21.5,34.41,19.3,辽宁省
200803,4649.82,80.1,578.75,25.4,170.33,132.3,辽宁省
200804,6843.5,41.6,1366.55,6.2,295.76,37.7,辽宁省
200805,8265.62,31.9,2066.88,0.6,397.27,14.8,辽宁省
200806,9999.23,33.2,3156.45,6.4,550.16,33.1,辽宁省
200807,11150.11,29.6,3729.38,-3.7,658.41,25.0,辽宁省
200808,11749.75,26.7,4290.24,-3.4,821.02,35.5,辽宁省
200809,12550.49,24.1,5004.39,-4.5,994.45,24.0,辽宁省
200810,13217.74,22.5,5529.92,-5.4,1451.49,40.9,辽宁省
200811,13779.68,23.6,5866.41,-4.8,1786.68,30.5,辽宁省
200812,14702.58,26.6,6634.56,1.5,3540.77,13.1,辽宁省
200901,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200902,2934.12,76.1,357.36,345.0,156.65,355.2,辽宁省
200903,6260.72,34.6,927.04,60.2,287.35,68.7,辽宁省
200904,8967.91,31.0,1579.14,15.6,423.23,43.1,辽宁省
200905,10779.94,30.4,2347.19,13.6,675.64,70.1,辽宁省
200906,13539.82,35.4,4063.93,28.7,1019.84,85.4,辽宁省
200907,14258.86,27.9,4543.51,21.8,1215.89,84.7,辽宁省
200908,15113.25,28.6,5200.0,21.2,1398.02,70.3,辽宁省
200909,16303.73,29.9,6324.44,26.4,1644.11,65.3,辽宁省
200910,16992.54,28.6,6931.25,25.3,1866.29,28.6,辽宁省
200911,17493.44,27.0,7408.51,26.3,2222.66,24.4,辽宁省
200912,18575.55,24.6,8299.72,22.7,4037.34,5.5,辽宁省
201001,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201002,13606.72,30.8,255.82,-28.4,144.95,-7.5,辽宁省
201003,15161.71,142.2,1724.35,86.0,485.43,68.9,辽宁省
201004,16797.7,87.3,2834.02,79.5,651.96,54.0,辽宁省
201005,18213.23,69.0,4293.56,82.9,896.64,32.7,辽宁省
201006,20376.65,50.5,6442.39,58.5,1206.12,18.3,辽宁省
201007,21585.09,51.4,7480.97,64.7,1403.05,15.4,辽宁省
201008,22385.16,48.1,8231.11,58.3,1645.54,17.7,辽宁省
201009,23492.65,44.1,9299.25,47.0,1906.55,16.0,辽宁省
201010,24997.9876,47.1,10572.062,52.5,2318.1259,24.2,辽宁省
201011,25982.6043,48.5,11878.6632,60.3,2813.3172,26.6,辽宁省
201012,26824.499,44.4,12627.3856,52.0,4466.5018,10.8,辽宁省
201101,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201102,21798.2976,60.2,344.5667,34.7,168.3945,16.2,辽宁省
201103,22949.3707,51.4,1852.5803,7.4,521.757,7.5,辽宁省
201104,24055.2603,43.2,2847.8007,0.5,690.7394,5.9,辽宁省
201105,25417.4986,39.6,4238.2131,-1.3,896.1375,-0.1,辽宁省
201106,27213.0934,33.6,5721.0401,-11.2,1399.3818,16.0,辽宁省
201107,28898.9863,33.9,7243.7541,-3.2,1652.7051,17.8,辽宁省
201108,31417.4677,40.3,9597.984,16.6,1958.9128,19.0,辽宁省
201109,32569.3318,38.6,10514.5294,13.1,2498.1551,31.0,辽宁省
201110,33335.5421,33.4,11292.8934,6.8,3146.3739,35.7,辽宁省
201111,34293.693,32.0,12105.0106,1.9,4091.2376,45.4,辽宁省
201112,34511.8924,28.6,12425.8601,-1.8,6359.1524,41.4,辽宁省
201201,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201202,26462.6905,21.4,436.3194,26.6,198.3668,17.8,辽宁省
201203,26932.6871,17.4,1740.3855,-6.1,727.1226,39.4,辽宁省
201204,28160.6082,17.1,3018.6585,6.0,1030.1877,49.1,辽宁省
201205,29218.1539,15.0,4987.1183,17.7,1276.0922,42.4,辽宁省
201206,32424.0663,19.1,7881.5968,37.8,1728.0111,23.5,辽宁省
201207,33439.4729,15.7,8859.7715,22.3,2040.0496,23.4,辽宁省
201208,35140.3338,11.8,10331.6574,7.6,2535.968,29.5,辽宁省
201209,36163.3223,11.0,11371.3657,8.1,2973.1395,19.0,辽宁省
201210,37291.873,11.9,12466.5827,10.4,3691.5277,17.3,辽宁省
201211,38218.2596,11.4,13359.5399,10.4,4460.2389,9.0,辽宁省
201212,38502.022,12.0,13828.9201,11.1,6438.1534,1.8,辽宁省
201301,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201302,27727.2568,4.8,656.4757,50.5,190.1262,-4.2,辽宁省
201303,29784.4096,10.6,1945.0433,11.8,607.396,-16.5,辽宁省
201304,31374.5851,11.4,3119.723,3.3,872.5687,-15.3,辽宁省
201305,33384.2433,14.3,4898.2594,-1.8,1163.7981,-8.8,辽宁省
201306,35718.8686,10.2,7137.7174,-9.4,1639.2699,-5.1,辽宁省
201307,36843.5912,10.2,8256.9912,-6.8,2299.2564,12.7,辽宁省
201308,38103.8196,8.4,9481.8775,-8.2,2785.7046,9.8,辽宁省
201309,39457.247,9.1,10896.3873,-4.2,3445.8574,15.9,辽宁省
201310,39994.5696,7.2,11437.2434,-8.3,3941.9732,6.8,辽宁省
201311,41334.5896,8.2,12769.1445,-4.4,4700.0173,5.4,辽宁省
201312,41625.603,8.1,13444.4501,-2.8,6151.9737,-4.4,辽宁省
201401,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201402,29990.5918,8.2,453.5353,-30.9,230.5618,21.3,辽宁省
201403,31023.9905,4.2,1395.8934,-28.2,634.6652,4.5,辽宁省
201404,32008.0026,2.0,2110.4775,-32.4,924.1517,5.9,辽宁省
201405,32822.1775,-1.7,2871.8301,-41.4,1219.8936,4.8,辽宁省
201406,34229.6979,-4.2,3954.2439,-44.6,1968.8017,20.1,辽宁省
201407,35083.0167,-4.8,4762.5935,-42.3,2285.8407,-0.6,辽宁省
201408,36159.5444,-5.1,5783.841,-39.0,2805.5663,0.7,辽宁省
201409,37150.1407,-5.8,6731.3185,-38.2,3185.5747,-7.6,辽宁省
201410,38096.4802,-4.7,7643.4785,-33.2,3807.2031,-3.4,辽宁省
201411,38530.8802,-6.8,8045.0998,-37.0,4545.8576,-3.3,辽宁省
201412,38616.8838,-7.2,8192.1696,-39.1,6146.9634,-0.1,辽宁省
201501,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201502,24587.4489,-18.0,219.0841,-51.7,89.5742,-61.1,辽宁省
201503,24780.1467,-20.1,634.4906,-54.5,275.6711,-56.6,辽宁省
201504,25408.7648,-20.6,1087.2,-48.5,459.9754,-50.2,辽宁省
201505,25943.0196,-21.0,1535.2661,-46.5,653.7966,-46.4,辽宁省
201506,26923.7573,-21.3,2404.0001,-39.2,974.4892,-50.5,辽宁省
201507,27673.997,-21.1,3112.3904,-34.6,1242.0519,-45.7,辽宁省
201508,28318.8527,-21.7,3716.1493,-35.7,1467.1726,-47.7,辽宁省
