月份,商业营业用房施工面积_累计值,商业营业用房施工面积_累计增长,商业营业用房新开工施工面积_累计值,商业营业用房新开工施工面积_累计增长,商业营业用房竣工面积_累计值,商业营业用房竣工面积_累计增长,地区
201503,4112.2758,-17.1,93.7943,-60.1,42.1452,-53.5,辽宁省
201504,4219.1642,-17.2,166.2897,-52.0,69.0588,-41.4,辽宁省
201505,4280.8451,-18.3,222.3885,-54.0,94.704,-37.3,辽宁省
201506,4420.0008,-18.6,337.3731,-44.6,127.2564,-48.4,辽宁省
201507,4535.7137,-18.0,441.3872,-38.1,153.2194,-44.8,辽宁省
201508,4619.8656,-19.5,515.5421,-42.6,192.6755,-47.0,辽宁省
201509,4714.0848,-20.1,596.4449,-43.3,293.461,-28.2,辽宁省
201510,4763.0707,-21.3,644.917,-45.9,354.0499,-26.5,辽宁省
201511,4806.7052,-21.2,686.2423,-44.8,451.7207,-20.4,辽宁省
201512,4767.0749,-21.8,693.1465,-45.3,483.3892,-34.8,辽宁省
201601,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201602,3760.5896,-9.2,26.4213,-48.8,8.0072,-66.2,辽宁省
201603,3842.0634,-6.6,87.07,-7.2,29.4642,-30.1,辽宁省
201604,3953.3629,-6.3,148.7621,-10.5,41.4785,-39.9,辽宁省
201605,4114.4747,-3.9,227.2975,2.2,67.0213,-29.2,辽宁省
201606,4226.2512,-4.4,329.4416,-2.4,83.5515,-34.3,辽宁省
201607,4302.4717,-5.1,403.955,-8.5,102.6678,-33.0,辽宁省
201608,4335.2543,-6.2,448.6477,-13.0,116.8509,-39.4,辽宁省
201609,4387.7852,-6.9,496.1325,-16.8,143.4356,-51.1,辽宁省
201610,4416.3738,-7.3,522.6211,-19.0,182.585,-48.4,辽宁省
201611,4436.1283,-7.7,541.8017,-21.0,246.3228,-45.5,辽宁省
201612,4445.3205,-6.7,554.0884,-20.1,307.3738,-36.4,辽宁省
201701,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201702,3825.4127,1.7,5.1708,-80.4,14.3303,79.0,辽宁省
201703,3856.0231,0.4,36.3837,-58.2,35.156,19.3,辽宁省
201704,3926.9008,-0.7,89.8032,-39.6,54.8078,32.1,辽宁省
201705,3979.7224,-3.3,136.8229,-39.8,102.9066,53.5,辽宁省
201706,4043.4377,-4.3,192.4393,-41.6,124.996,49.6,辽宁省
201707,4084.7728,-5.1,233.2922,-42.2,143.11,39.4,辽宁省
201708,4151.1731,-4.2,283.6709,-36.8,166.6171,42.6,辽宁省
201709,4233.2636,-3.5,364.639,-26.5,199.3039,39.0,辽宁省
