月份,住宅建设投资额_累计值,住宅建设投资额_累计增长,住宅施工面积_累计值,住宅施工面积_累计增长,住宅竣工面积_累计值,住宅竣工面积_累计增长,地区
201206,2179.0274,7.4,30544.0177,9.4,2888.3693,12.3,江苏省
201207,2633.6544,8.4,31363.0041,7.9,3608.5718,17.9,江苏省
201208,3046.5258,7.9,32546.2044,9.4,4155.0223,18.4,江苏省
201209,3451.9352,7.0,33252.9116,8.1,4526.2864,15.3,江苏省
201210,3832.6819,5.4,34062.6094,8.1,4971.9077,14.9,江苏省
201211,4278.2575,6.7,35265.6881,9.3,5896.9856,21.1,江苏省
201212,4812.8157,6.6,36958.5575,9.6,9158.6821,15.2,江苏省
201301,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201302,668.3873,19.3,28335.2413,8.8,1457.9176,33.2,江苏省
201303,1161.8362,19.1,29899.3479,9.0,1960.1993,13.3,江苏省
201304,1609.4451,19.4,31412.9548,11.1,2377.9089,16.4,江苏省
201305,2091.7672,21.7,32568.8988,11.0,2916.604,19.7,江苏省
201306,2578.2058,18.3,33778.2301,10.6,3403.001,17.8,江苏省
201307,3057.7087,16.1,35366.7773,12.8,3903.1704,8.2,江苏省
201308,3554.3159,16.7,36628.8547,12.5,4419.2741,6.4,江苏省
201309,4038.7693,17.0,38124.4679,14.7,4908.1082,8.4,江苏省
201310,4478.6634,16.9,38756.2918,13.8,5432.4005,9.3,江苏省
201311,5041.152,17.8,40601.6019,15.1,6360.0374,7.9,江苏省
201312,5646.8267,16.7,42302.7227,14.0,9245.5991,-0.3,江苏省
201401,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201402,783.4512,17.2,32722.9693,15.5,1243.1349,-14.7,江苏省
201403,1363.3666,17.3,34245.6886,14.5,1752.6438,-10.6,江苏省
201404,1869.1206,16.1,35625.8314,13.4,2191.8142,-7.8,江苏省
201405,2452.0487,17.2,37499.1833,15.1,2744.8862,-5.9,江苏省
201406,3026.0501,17.4,38738.015,14.7,3273.5338,-3.8,江苏省
201407,3564.9195,16.6,40005.0624,13.1,3721.2802,-4.7,江苏省
201408,4082.1604,14.9,41240.5967,12.6,4274.7896,-3.3,江苏省
201409,4676.0198,15.8,42293.9294,10.9,4751.9931,-3.2,江苏省
201410,5213.2233,16.4,43408.1082,12.0,5385.9052,-0.9,江苏省
201411,5820.6641,15.5,43963.9342,8.3,6015.5728,-5.4,江苏省
201412,6370.0774,12.8,44657.0142,5.6,8443.5329,-8.7,江苏省
201501,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201502,871.9439,11.3,35338.6896,8.0,1371.3875,10.3,江苏省
201503,1459.2832,7.0,36244.6797,5.8,1914.6741,9.2,江苏省
201504,1973.1732,5.6,37543.0998,5.4,2206.1671,0.7,江苏省
201505,2547.4625,3.9,38570.1259,2.9,2744.4367,0.0,江苏省
201506,3249.3133,7.4,39616.1436,2.3,3260.2086,-0.4,江苏省
201507,3802.283,6.7,40665.9457,1.7,3839.2321,3.2,江苏省
201508,4328.3185,6.0,41484.6245,0.6,4173.5735,-2.4,江苏省
201509,4939.6595,5.6,43127.0184,2.0,4756.4786,0.1,江苏省
201510,5494.1212,5.4,44106.2686,1.6,5733.4264,6.5,江苏省
201511,6012.8188,3.3,44779.3029,1.9,6615.8058,10.0,江苏省
201512,6527.1597,2.5,45370.6309,1.6,9349.3614,11.0,江苏省
201601,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201602,973.1812,11.6,34981.6285,-1.0,1432.1224,4.4,江苏省
201603,1538.9781,5.5,36157.3123,-0.2,2033.1916,6.2,江苏省
201604,2090.2053,5.9,37440.0695,-0.3,2524.5913,14.4,江苏省
201605,2724.3737,6.9,38790.6846,0.6,3033.103,10.5,江苏省
201606,3456.9092,6.4,39743.1748,0.3,3557.3925,9.1,江苏省
201607,4032.5333,6.1,40765.3752,0.2,3920.0133,2.1,江苏省
201608,4562.3148,5.4,41559.5043,0.2,4386.9373,5.1,江苏省
201609,5191.54219999999,5.1,42414.7430999999,-1.7,4838.2636,1.7,江苏省
201610,5813.1245,5.8,43499.7642,-1.4,5736.751,0.1,江苏省
201611,6447.0212,7.2,44469.4655,-0.7,6261.9195,-5.3,江苏省
201612,6971.128,6.8,45254.9912,-0.3,8335.4708,-10.8,江苏省
201701,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201702,1005.2898,3.3,36102.5691,3.2,1702.9245,18.9,江苏省
201703,1718.2744,11.7,36653.6195,1.4,2346.8763,15.4,江苏省
201704,2311.0977,10.6,37728.0334,0.8,2722.9164,7.9,江苏省
201705,3048.816,11.9,39014.2959,0.6,3312.2234,9.2,江苏省
201706,3805.4658,10.1,39836.572,0.2,3955.9852,11.2,江苏省
201707,4448.7697,10.3,40761.8459,0.0,4287.772,9.4,江苏省
201708,5083.9455,11.4,41696.7419,0.3,4562.1417,4.0,江苏省
201709,5781.1693,11.4,42819.4425,1.0,4897.7953,1.2,江苏省
201710,6403.0354,10.1,43626.846,0.3,5431.4692,-5.3,江苏省
201711,7005.9148,8.7,44704.9151,0.5,6254.7912,-0.1,江苏省
201712,7611.6888,9.2,45487.4328,0.5,8062.4951,-3.3,江苏省
201801,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201802,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201803,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201804,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201805,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201806,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201807,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201808,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201809,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201810,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201811,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201812,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200802,163.1826,11.2,10212.09,4.8,414.72,43.3,浙江省
200803,279.793,10.1,11142.8426,3.4,675.8164,64.9,浙江省
200804,381.2006,7.6,11690.867,4.6,859.2794,69.0,浙江省
200805,503.9275,12.1,12217.434,5.2,1059.189,70.7,浙江省
200806,643.2539,11.8,12593.0247,3.8,1207.9493,45.3,浙江省
200807,780.7497,15.1,12992.3464,5.3,1372.9849,29.3,浙江省
200808,908.4659,15.0,13367.1349,5.2,1477.6149,21.8,浙江省
200809,1041.8147,15.3,13832.9789,6.1,1694.2862,23.2,浙江省
200810,1170.3241,13.3,14129.3918,4.4,1903.7865,19.6,浙江省
200811,1302.1939,11.4,14417.5084,2.8,2175.9993,16.5,浙江省
200812,1521.6888,8.1,15159.5744,2.6,3480.8856,1.2,浙江省
200901,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200902,165.75,1.6,9925.8,-2.8,389.38,-6.1,浙江省
200903,284.3068,1.6,11347.6535,1.8,508.7355,-24.7,浙江省
200904,416.4049,9.2,11912.1426,1.9,614.6973,-28.5,浙江省
200905,554.2647,10.0,12489.374,2.2,728.7836,-31.2,浙江省
200906,708.6485,10.2,12978.6458,3.1,967.5765,-19.9,浙江省
200907,856.4822,9.7,13359.9441,2.8,1140.4175,-16.9,浙江省
200908,1014.4555,11.7,13738.4074,2.8,1215.6182,-17.7,浙江省
200909,1171.4408,12.4,14181.4043,2.5,1366.2349,-19.4,浙江省
200910,1341.8303,14.7,14693.7068,4.0,1498.9648,-21.3,浙江省
200911,1504.9414,15.6,15250.4366,5.8,1728.2408,-20.6,浙江省
200912,1731.145,13.6,15931.5976,4.3,3035.583,-18.6,浙江省
201001,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201002,229.1716,38.3,12637.6902,27.3,308.7943,-20.7,浙江省
201003,370.0646,30.2,13371.8741,17.8,477.6781,-6.1,浙江省
201004,553.086,32.8,13932.8938,17.0,599.9865,-2.4,浙江省
201005,736.1731,32.8,14398.2871,15.3,781.5767,7.2,浙江省
201006,942.1359,32.9,14885.1258,14.7,973.218,0.6,浙江省
201007,1108.661,29.4,15423.7014,15.4,1199.5967,5.2,浙江省
201008,1311.7001,29.3,15971.4159,16.3,1362.7335,12.1,浙江省
201009,1531.8951,30.8,16807.5949,18.5,1489.463,9.0,浙江省
201010,1741.2958,29.8,17379.7702,18.3,1718.1538,14.6,浙江省
201011,1983.1814,31.8,18073.0682,18.5,1957.242,13.3,浙江省
201012,2269.7664,31.1,18763.68,17.8,3047.9557,-4.4,浙江省
201101,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201102,310.3743,32.2,16566.4843,25.4,387.1938,21.8,浙江省
201103,512.1612,34.0,17982.0535,28.2,771.7606,52.6,浙江省
201104,770.4281,35.2,18814.7156,28.6,1009.5362,57.7,浙江省
201105,1014.6501,33.0,19658.5552,29.4,1169.2839,37.2,浙江省
201106,1298.9582,32.8,20594.0742,30.0,1372.9772,28.7,浙江省
201107,1525.9821,32.6,21297.6289,29.6,1589.2496,20.4,浙江省
201108,1814.628,33.3,21940.2156,28.8,1727.3397,15.2,浙江省
201109,2130.8066,34.0,22525.4464,25.4,1917.7233,15.9,浙江省
201110,2410.1466,33.2,23063.4215,23.8,2163.1065,13.5,浙江省
201111,2717.2171,31.8,23964.4021,23.6,2436.7851,11.4,浙江省
201112,3045.6355,29.2,24624.8569,22.4,4046.3027,9.7,浙江省
201201,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201202,371.2653,19.6,19835.864,19.7,386.2003,-0.3,浙江省
201203,679.1182,32.6,20726.3623,15.3,580.506,-24.8,浙江省
201204,948.7792,23.1,21324.9814,13.3,665.591,-34.1,浙江省
201205,1284.4593,26.6,22154.0855,12.7,855.3445,-26.8,浙江省
201206,1694.866,30.5,23211.705,12.7,1070.2608,-22.0,浙江省
201207,2056.6493,34.8,23670.9419,11.1,1254.3663,-21.1,浙江省
201208,2399.401,32.2,24469.2988,11.5,1469.425,-14.9,浙江省
201209,2794.0567,31.1,25281.5515,12.2,1676.0624,-12.6,浙江省
201210,3165.9251,31.4,25938.1292,12.5,1969.1133,-9.0,浙江省
201211,3516.2857,29.4,26627.8174,11.1,2347.5221,-3.7,浙江省
201212,3855.4652,25.6,27197.5028,11.8,4027.8753,-4.3,浙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201302,486.2649,31.0,21817.4754,10.0,548.9715,42.1,浙江省
201303,861.5522,26.9,22691.3318,9.5,823.379,41.8,浙江省
201304,1183.8623,24.8,23621.4171,10.8,1016.1512,52.7,浙江省
201305,1561.8289,21.6,24278.0317,9.6,1178.8369,37.8,浙江省
201306,2077.2585,22.6,25177.2988,8.5,1407.7629,31.5,浙江省
201307,2439.8652,18.6,25718.915,8.7,1744.5627,39.1,浙江省
201308,2824.7793,17.7,26317.1449,7.6,1978.0775,34.6,浙江省
201309,3260.5997,16.7,26975.9085,6.7,2230.324,33.1,浙江省
201310,3641.8912,15.0,27505.143,6.0,2458.7352,24.9,浙江省
201311,4016.6392,14.2,28215.0767,6.0,2837.237,20.9,浙江省
201312,4546.4848,17.8,29074.4713,6.9,4410.2179,5.7,浙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201402,554.4394,14.0,23295.9555,6.8,711.4924,29.6,浙江省
201403,997.7413,15.8,24536.3631,8.1,1027.1387,24.7,浙江省
201404,1384.5261,16.9,25613.2671,8.4,1229.9412,21.0,浙江省
201405,1814.8904,16.2,26543.3642,9.3,1541.3855,30.8,浙江省
201406,2365.1327,13.9,27477.8466,9.1,1832.2133,30.2,浙江省
201407,2830.0692,16.0,28155.9324,9.5,2210.5918,26.7,浙江省
201408,3301.9516,16.9,28884.2394,9.8,2444.1724,23.6,浙江省
201409,3802.7994,16.6,29660.9609,10.0,2770.8355,24.2,浙江省
201410,4230.241,16.2,30469.3169,10.8,3078.5051,25.2,浙江省
201411,4743.4155,18.1,30966.7353,9.8,3457.462,21.9,浙江省
201412,5179.2131,14.1,31531.0561,7.4,5137.8054,9.5,浙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201502,626.8499,13.1,24707.4471,6.1,563.853,-20.8,浙江省
201503,1086.8533,8.9,25942.6525,5.7,860.3187,-16.2,浙江省
201504,1458.6246,5.4,26453.3746,3.3,1090.1815,-11.4,浙江省
201505,1914.197,5.5,27016.0557,1.8,1223.6531,-20.6,浙江省
201506,2551.0951,7.9,27840.4751,1.3,1502.4998,-18.0,浙江省
201507,2989.9981,5.7,28454.1994,1.1,1701.4106,-23.0,浙江省
201508,3398.1425,2.9,28908.8174,0.1,1901.8091,-22.2,浙江省
201509,3898.3703,2.5,29808.4869,0.5,2405.057,-13.2,浙江省
201510,4313.9171,2.0,30360.3863,-0.4,2812.1174,-8.7,浙江省
201511,4708.41,-0.7,30895.3307,-0.2,3255.0188,-5.9,浙江省
201512,5145.1954,-0.5,31425.6144,-1.4,5528.0367,2.7,浙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201602,567.6543,-9.4,23035.7217,-6.8,955.5785,69.5,浙江省
201603,1038.8229,-4.4,23799.2731,-8.3,1222.1917,42.1,浙江省
201604,1434.7976,-1.6,24376.9431,-7.8,1519.7858,39.4,浙江省
201605,1891.5884,-1.2,24889.8403,-7.9,1903.2131,55.5,浙江省
201606,2482.3017,-2.7,25358.1086,-8.9,2287.2245,52.2,浙江省
201607,2909.9484,-2.7,25841.6607,-9.2,2713.0338,59.5,浙江省
201608,3378.562,-0.6,26337.0731,-8.9,2961.9411,55.7,浙江省
201609,3921.2247,0.6,27231.2383,-8.6,3362.3751,39.8,浙江省
201610,4440.4617,2.9,27885.3155,-8.2,3918.3858,39.3,浙江省
201611,4908.2744,4.2,28423.9745,-8.0,4591.1237,41.0,浙江省
201612,5347.5904,3.9,29043.0927,-7.6,6380.5731,15.4,浙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201702,632.3039,11.4,21045.8734,-8.6,868.3064,-9.1,浙江省
201703,1191.9548,14.7,22002.6688,-7.5,1159.4681,-5.1,浙江省
201704,1639.8221,14.3,22839.1868,-6.3,1453.2211,-4.4,浙江省
201705,2149.8444,13.7,23724.7972,-4.7,1772.4271,-6.9,浙江省
201706,2813.4201,13.3,24770.3129,-2.3,2264.7929,-1.0,浙江省
201707,3312.0356,13.8,25262.7705,-2.2,2566.1309,-5.4,浙江省
201708,3841.7489,13.7,26004.4924,-1.3,2864.2386,-3.3,浙江省
201709,4458.4487,13.7,26773.3967,-1.7,3266.1312,-2.9,浙江省
201710,5017.5037,13.0,27356.5915,-1.9,3619.6779,-7.6,浙江省
201711,5562.4869,13.3,28115.7427,-1.1,4182.0906,-8.9,浙江省
201712,6019.9767,13.0,28594.884,-1.5,5774.4541,-9.3,浙江省
201801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201802,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201803,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201804,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201805,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201806,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201807,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201808,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201809,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201810,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201811,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201812,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200802,111.7807,68.2,4867.45,33.0,194.38,7.0,安徽省
200803,202.5997,61.9,5977.9952,25.7,335.6737,24.6,安徽省
200804,312.6866,74.4,7155.3686,36.0,461.4184,38.0,安徽省
200805,423.2424,76.1,7818.9917,38.9,593.9788,43.2,安徽省
200806,551.8659,75.5,8359.5512,37.9,719.8025,26.7,安徽省
200807,649.0346,74.3,8763.892,40.9,919.8684,21.2,安徽省
200808,750.8924,70.7,9153.7148,37.2,1051.5603,17.6,安徽省
200809,853.6645,63.9,9628.4585,35.9,1199.8535,8.3,安徽省
200810,959.9834,62.0,9967.5479,28.6,1433.5831,13.3,安徽省
200811,1037.5894,56.3,10257.7386,26.0,1586.3649,6.3,安徽省
200812,1163.3804,52.1,11226.0318,26.3,2714.7137,8.6,安徽省
200901,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200902,141.19,26.3,6263.7,28.7,339.27,74.5,安徽省
200903,242.9662,19.9,7771.2853,30.0,458.5076,36.6,安徽省
200904,341.6351,9.3,8507.6338,18.9,538.1149,16.6,安徽省
200905,450.9716,6.6,9115.3507,16.6,645.4766,8.7,安徽省
200906,588.9005,6.7,9867.461,18.0,900.6837,25.1,安徽省
200907,692.7533,6.7,10296.8147,17.5,1103.6148,20.0,安徽省
200908,815.7012,8.6,10847.5427,18.5,1290.2517,22.7,安徽省
200909,946.9175,10.9,11579.4808,20.3,1498.8056,24.9,安徽省
200910,1085.0261,13.0,12295.2346,23.4,1772.0178,23.6,安徽省
200911,1214.3072,17.0,12817.8796,25.0,2060.5683,29.9,安徽省
200912,1377.3413,17.8,14107.4041,21.8,3409.8442,19.3,安徽省
201001,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201002,160.53,13.7,8070.3762,28.8,223.214,-34.2,安徽省
201003,254.304,4.7,8130.0177,4.6,322.1154,-29.7,安徽省
201004,380.4948,11.4,9437.3009,10.9,531.3186,-1.3,安徽省
201005,534.3277,26.5,11452.8028,25.6,753.8982,16.8,安徽省
201006,764.1473,29.8,12502.5986,26.7,1524.3637,69.2,安徽省
201007,886.5451,28.0,13158.9127,27.8,1727.4372,56.5,安徽省
201008,1072.4964,31.5,13799.2026,27.2,2013.4861,56.1,安徽省
201009,1251.816,32.2,14537.7765,25.5,2216.4193,47.9,安徽省
201010,1430.3401,31.8,15189.8401,23.5,2465.2173,39.1,安徽省
201011,1613.9252,32.9,15887.1156,23.9,2696.3736,30.9,安徽省
201012,1848.6258,34.0,16628.4657,17.7,3816.5206,11.9,安徽省
201101,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201102,234.3517,45.1,9055.2101,11.3,357.4722,50.6,安徽省
201103,391.351,50.7,11084.7843,33.7,486.8535,36.5,安徽省
201104,555.7083,43.4,12497.3576,29.5,684.6425,19.4,安徽省
201105,762.0101,38.4,13705.6392,16.2,845.2926,3.2,安徽省
201106,1016.9209,32.2,14819.1778,17.7,1144.7932,-24.2,安徽省
201107,1220.8977,35.9,15583.0916,16.8,1390.2585,-20.6,安徽省
201108,1448.3426,33.6,16338.1294,17.2,1614.6739,-20.9,安徽省
201109,1669.9489,32.6,17349.4854,18.7,1946.4624,-12.5,安徽省
201110,1866.1998,29.9,18324.5204,20.1,2194.237,-10.8,安徽省
201111,2015.0741,24.4,19015.0472,19.3,2557.223,-5.1,安徽省
201112,2168.062,17.6,19459.4854,16.0,3583.7132,-6.4,安徽省
201201,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201202,259.7206,10.8,13447.5354,48.5,408.7494,14.3,安徽省
201203,444.5989,13.6,14576.1926,31.5,659.117,35.4,安徽省
201204,629.8057,13.3,15302.0613,22.4,894.7683,30.7,安徽省
201205,828.3375,8.7,16400.3035,19.7,1054.5038,24.8,安徽省
201206,1051.1142,3.4,17134.6274,15.6,1411.7968,23.3,安徽省
201207,1229.5637,0.7,17757.3983,14.0,1700.7275,22.3,安徽省
201208,1501.9573,3.7,19398.5306,18.7,1995.5057,23.6,安徽省
201209,1733.5065,3.8,20078.9649,15.7,2232.2101,14.7,安徽省
201210,1932.3163,3.5,20613.174,12.5,2482.0295,13.1,安徽省
201211,2159.6956,7.2,21363.0243,12.3,2871.2289,12.3,安徽省
201212,2383.2204,10.7,22218.9104,14.7,4238.9936,5.7,安徽省
201301,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201302,293.9249,13.2,16115.8237,19.8,542.1932,32.6,安徽省
201303,524.8312,18.0,17127.7115,17.5,793.365,20.4,安徽省
201304,750.023,19.1,18400.6897,20.2,970.5058,8.5,安徽省
201305,1033.7903,24.8,19425.29,18.4,1253.8287,18.9,安徽省
201306,1309.0969,24.5,20651.4348,20.5,1551.3525,9.9,安徽省
201307,1535.3831,24.9,21511.5575,21.1,1874.2857,10.2,安徽省
201308,1851.4984,23.3,22343.2876,15.2,2169.4661,8.7,安徽省
201309,2134.1204,23.1,23229.7229,15.7,2517.122,12.8,安徽省
201310,2386.4633,23.5,23769.3516,15.3,2917.4164,17.5,安徽省
201311,2668.5868,23.6,25091.0308,17.5,3242.7376,12.9,安徽省
201312,2932.9424,23.0,25948.2277,16.6,5053.3368,19.0,安徽省
201401,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201402,354.8016,20.7,18288.6197,13.5,599.9475,10.7,安徽省
201403,589.3882,12.3,19161.4774,11.9,839.9212,5.9,安徽省
201404,829.221,10.6,20301.9251,10.3,1175.031,21.1,安徽省
201405,1118.64,8.2,21272.2685,9.5,1473.2186,17.5,安徽省
201406,1462.7063,11.7,22345.3615,8.2,1793.9696,15.6,安徽省
201407,1712.8526,11.6,23008.097,7.0,2079.6613,11.0,安徽省
201408,1997.3794,7.9,24010.0752,7.5,2411.1217,11.1,安徽省
201409,2317.6868,8.6,25150.672,8.3,2716.9345,7.9,安徽省
201410,2594.1388,8.7,25789.5745,8.5,2905.5034,-0.4,安徽省
201411,2867.1266,7.4,26545.106,5.8,3420.7697,5.5,安徽省
201412,3186.7404,8.7,27319.1411,5.4,5030.3655,-0.2,安徽省
201501,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201502,331.8942,-6.5,19199.5668,5.0,599.8694,0.0,安徽省
201503,575.7416,-2.3,20049.8926,4.6,788.6163,-6.1,安徽省
201504,807.6223,-2.6,20640.882,1.7,1016.8643,-13.5,安徽省
201505,1082.152,-3.3,21480.499,1.0,1329.6591,-9.7,安徽省
201506,1403.062,-4.1,22162.529,-0.8,1656.2404,-7.7,安徽省
201507,1682.1147,-1.8,22813.426,-0.8,1853.0445,-10.9,安徽省
201508,1994.5912,-0.1,23438.3994,-2.4,2135.7865,-11.4,安徽省
201509,2330.6532,0.6,24500.2972,-2.6,2557.5419,-5.9,安徽省
201510,2606.1113,0.5,24897.3704,-3.5,3045.4354,4.8,安徽省
201511,2853.3846,-0.5,25384.7535,-4.4,3504.7624,2.5,安徽省
201512,3150.2112,-1.5,25871.7279,-5.5,5079.7912,-1.5,安徽省
201601,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201602,357.8495,7.8,19841.283,3.3,741.2089,23.6,安徽省
201603,661.6012,14.9,20584.8088,2.7,1024.9165,30.0,安徽省
201604,969.3643,20.0,21504.1841,4.2,1232.4202,21.2,安徽省
201605,1281.1057,18.4,22288.1745,3.8,1576.2785,18.5,安徽省
201606,1624.4195,15.8,23350.8533,5.4,1988.6505,20.1,安徽省
201607,1900.0044,13.0,23911.2906,4.8,2205.9043,19.0,安徽省
201608,2172.867,8.9,24537.0659,4.7,2438.8209,14.2,安徽省
201609,2467.45569999999,5.9,24986.0491,2.0,2790.3442,9.1,安徽省
201610,2771.1674,6.3,25793.8232,3.6,3071.014,0.8,安徽省
201611,3065.9757,7.5,26272.4771,3.5,3690.6143,5.3,安徽省
201612,3414.81,8.4,27000.5782,4.4,4762.4015,-6.2,安徽省
201701,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201702,392.0747,9.6,20408.265,2.9,1183.1011,59.6,安徽省
201703,731.8273,10.6,21035.7426,2.2,1414.8198,38.0,安徽省
201704,1072.8733,10.7,21931.353,2.0,1629.362,32.2,安徽省
201705,1447.0836,13.0,22567.7638,1.3,1830.1376,16.1,安徽省
201706,1860.076,14.5,23451.7661,0.4,2189.1625,10.1,安徽省
201707,2207.018,16.2,24304.0427,1.6,2318.5819,5.1,安徽省
201708,2618.6621,20.5,25046.7525,2.1,2548.5927,4.5,安徽省
201709,3080.3498,24.8,25954.8161,3.9,2673.7034,-4.2,安徽省
201710,3461.5948,24.9,26656.0136,3.3,2911.2302,-5.2,安徽省
201711,3868.6315,26.2,27412.1527,4.3,3145.5453,-14.8,安徽省
201712,4278.8612,25.3,28291.5742,4.8,3913.1539,-17.8,安徽省
201801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201802,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201803,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201804,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201805,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201806,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201807,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201808,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201809,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201810,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201811,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201812,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200801,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200802,101.994,38.2,6619.53,37.7,182.44,1.9,福建省
200803,168.4229,23.9,7086.0508,35.4,247.5198,-0.1,福建省
200804,233.6005,20.9,7378.8598,29.1,301.3955,-10.2,福建省
200805,296.2855,17.8,7716.4357,27.7,376.4974,-1.5,福建省
200806,394.5452,15.9,8066.4023,24.6,450.3478,-0.9,福建省
200807,458.3857,12.9,8247.5747,20.2,528.6659,-1.7,福建省
200808,518.6988,13.2,8464.6011,18.4,650.633,14.4,福建省
200809,605.3725,14.1,8718.2735,16.8,764.5328,16.1,福建省
200810,659.2775,9.1,8811.4795,13.2,847.3599,11.9,福建省
200811,703.4995,1.2,8911.7203,11.2,957.0035,14.4,福建省
200812,801.8396,3.0,9394.8388,11.7,1466.8738,-6.7,福建省
200901,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200902,74.46,-27.0,6771.74,2.3,287.26,57.5,福建省
200903,123.3834,-26.7,7301.7733,3.0,416.7277,68.4,福建省
200904,170.5963,-27.0,7763.1166,5.2,483.8373,60.5,福建省
200905,234.325,-20.9,8246.7045,6.9,616.4295,63.7,福建省
200906,319.7044,-19.0,8751.0232,8.5,750.0092,66.5,福建省
200907,381.4748,-16.8,8985.0008,8.9,855.864,61.9,福建省
200908,460.198,-11.3,9165.899,8.3,940.0104,44.5,福建省
200909,549.6625,-9.2,9415.0086,8.0,1039.5665,36.0,福建省
200910,622.281,-5.6,9576.6193,8.7,1168.7399,37.9,福建省
200911,729.2794,3.7,9883.7734,10.9,1340.7067,40.1,福建省
200912,856.8988,8.6,10232.5355,8.8,2045.2702,26.7,福建省
201001,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201002,96.0569,29.0,8201.9989,21.1,324.6084,13.0,福建省
201003,165.3639,34.0,8679.3722,18.9,429.9182,3.2,福建省
201004,234.0998,37.2,9036.5522,16.4,523.415,8.2,福建省
201005,305.5931,30.4,9447.8134,14.6,606.8449,-1.6,福建省
201006,437.3744,36.8,9816.2814,12.2,722.0114,-3.7,福建省
201007,503.7574,32.1,10065.3227,12.0,829.3905,-3.1,福建省
201008,625.7574,36.0,10484.8673,14.4,938.5847,-0.2,福建省
201009,733.6361,33.5,10813.8472,14.9,1028.3921,-1.1,福建省
201010,845.4747,35.9,11082.5645,15.7,1116.0262,-4.5,福建省
201011,925.9858,27.0,11492.2792,16.3,1352.9949,0.9,福建省
201012,1080.7786,26.1,11994.4533,17.3,1980.4473,-3.2,福建省
201101,0.0,0.0,0.0,0.0,0.0,0.0,福建省
